,user.loginStatus,user.id,user.personal.language,classified.id,classified.type,classified.subtype,classified.price,classified.transactionType,classified.zip,classified.visualisationOption,classified.kitchen.type,classified.building.constructionYear,classified.building.condition,classified.energy.heatingType,classified.certificates.primaryEnergyConsumptionLevel,classified.bedroom.count,classified.land.surface,classified.atticExists,classified.basementExists,classified.outdoor.garden.surface,classified.outdoor.terrace.exists,classified.specificities.SME.office.exists,classified.wellnessEquipment.hasSwimmingPool,classified.parking.parkingSpaceCount.indoor,classified.parking.parkingSpaceCount.outdoor,classified.condition.isNewlyBuilt,customer.id,customer.name,customer.family,customer.groupInfo.id,customer.groupInfo.name,customer.networkInfo.id,customer.networkInfo.name,screen.name,screen.language
0,logged out,,,9729716,house,farmhouse,229000,for sale,4590,xl,semi equipped,1890,good,fueloil,610,2,1365,,,,true,,,,3,false,3545942,immobilière bertrand nandrin,agency,,,,,classified details,en
0,logged out,,,9713322,house,farmhouse,299000,for sale,8750,xl,,1931,to renovate,,971,4,20697,,,,,,,,,false,91812,"d´hoore &amp; thielemans,  notarissen",notary,,,,,classified details,en
0,logged out,,,classified details,en
0,logged out,,,9451400,house,farmhouse,260000,for sale,3440,xl,not installed,,to renovate,,1320,2,15160,,,,,,,,,false,239040,ltc vastgoedadvies,agency,,,,,classified details,en
0,logged out,,,9364956,apartment,flat studio,215000,for sale,1140,xl,usa hyper equipped,2022,,gas,,0,,,true,,true,,,,,false,1599,trevi,agency,,,,,classified details,en
0,logged out,,,9778381,apartment,flat studio,200000,for sale,8430,l,installed,1966,as new,gas,135,0,,,,,true,,,,,false,1953650,dewaele | vastgoed met advies middelkerke,agency,,,,,classified details,en
0,logged out,,,9778235,apartment,ground floor,155000,for sale,1070,m,,,to be done up,,,2,,,,,true,,,,,false,3666781,bibe marchand immobilier,property_developer,,,,,classified details,en
0,logged out,,,9778662,apartment,ground floor,269000,for sale,1502,l,,,just renovated,gas,,2,,,,,,,,,,false,3549800,macnash lembeek,agency,,,,,classified details,en
0,logged out,,,9778661,apartment,ground floor,269000,for sale,1500,l,,,just renovated,gas,,2,,,,,,,,,,false,3549800,macnash lembeek,agency,,,,,classified details,en
0,logged out,,,9778234,apartment,ground floor,199000,for sale,1300,xl,installed,,good,gas,388,1,,,true,60,,,,,,false,130929,aidb (agence immobilière de bruxelles),agency,,,,,classified details,en
0,logged out,,,9778627,apartment,ground floor,249000,for sale,2260,m,,2005,,gas,143,2,,,,,,,,,,false,1332140,era innoa,agency,,,,,classified details,en
0,logged out,,,9757124,house,house,160000,for sale,7370,xl,,1970,to be done up,fueloil,279,3,371,true,true,296,true,true,,1,,false,494045,fridenbergs real estate dour,agency,,,,,classified details,en
0,logged out,,,9704672,house,house,365000,for sale,1350,xl,installed,1980,good,fueloil,412,3,2108,,true,1963,true,true,,1,,false,3853966,we invest hesbaye,agency,,,,,classified details,en
0,logged out,,,9182360,house,house,325000,for sale,9420,xl,installed,2021,as new,,,3,138,,,,true,,,1,,false,168621,immomatch,agency,,,,,classified details,en
0,logged out,,,9182361,house,house,325000,for sale,9420,xl,installed,2021,as new,,,3,138,,,,true,,,1,,false,168621,immomatch,agency,,,,,classified details,en
0,logged out,,,9583262,house,house,189000,for sale,8511,xl,semi equipped,,to be done up,gas,373,3,585,,,,,,,1,1,false,3774913,property vastgoed,agency,,,,,classified details,en
0,logged out,,,9769476,house,house,268000,for sale,8511,xl,installed,1975,,,804,3,508,true,,,,,,1,,false,3853852,notaris michiel daels,notary,,,,,classified details,en
0,logged out,,,9749376,house,house,339000,for sale,9310,m,,1927,to restore,,1039,5,1279,true,true,,,,,1,,false,3257067,kurtimmo,real_estate_agency,,,,,classified details,en
0,logged out,,,9522122,house,house,175000,for sale,9320,xl,semi equipped,,to renovate,fueloil,564,4,559,true,,450,true,true,,1,1,false,1926187,van de vondel vastgoed en advies,agency,,,,,classified details,en
0,logged out,,,9629670,house,house,259000,for sale,9320,xl,installed,,good,,599,3,240,true,,70,true,true,,1,1,false,1926187,van de vondel vastgoed en advies,agency,,,,,classified details,en
0,logged out,,,9692760,house,house,310000,for sale,9320,xl,hyper equipped,,good,gas,228,3,125,true,true,,true,true,,,1,false,1926187,van de vondel vastgoed en advies,agency,,,,,classified details,en
0,logged out,,,9710908,house,house,169000,for sale,9320,xl,,1930,,gas,378,3,448,,true,250,,,,,,false,1558824,de ras immo,agency,,,,,classified details,en
0,logged out,,,9712923,house,house,295000,for sale,9320,xl,installed,,good,fueloil,605,3,178,true,,,true,true,,1,2,false,1926187,van de vondel vastgoed en advies,agency,,,,,classified details,en
0,logged out,,,9751560,house,house,368000,for sale,9320,xl,,1958,good,gas,253,3,377,true,,,true,,,2,4,false,3608721,kantoor tijl jansegers aalst,agency,,,,,classified details,en
0,logged out,,,9763182,house,house,235000,for sale,9320,xl,,1930,good,gas,459,2,189,,,,true,,,,1,false,3608721,kantoor tijl jansegers aalst,agency,,,,,classified details,en
0,logged out,,,9772431,house,house,259000,for sale,9320,xl,hyper equipped,,good,gas,282,2,142,true,,25,true,true,,1,,false,1926187,van de vondel vastgoed en advies,agency,,,,,classified details,en
0,logged out,,,9678540,house,house,299000,for sale,9310,xl,installed,1949,to be done up,gas,332,4,240,true,true,110,true,,,1,2,false,133418,accenta,agency,,,,,classified details,en
0,logged out,,,9723537,house,house,279000,for sale,9308,xl,hyper equipped,,as new,gas,554,4,260,true,true,84,true,true,,,,false,1926187,van de vondel vastgoed en advies,agency,,,,,classified details,en
0,logged out,,,9706325,house,house,290000,for sale,9310,xl,installed,1930,good,fueloil,710,2,576,true,,,true,,,1,2,false,388096,optima,agency,,,,,classified details,en
0,logged out,,,9711153,house,house,275000,for sale,9310,xl,installed,,good,fueloil,396,4,930,true,,,true,,,1,,false,388096,optima,agency,,,,,classified details,en
0,logged out,,,9775128,house,house,205000,for sale,9310,xl,,1899,to renovate,gas,949,3,470,,,300,true,,,1,2,false,3608721,kantoor tijl jansegers aalst,agency,,,,,classified details,en
0,logged out,,,9776204,house,house,259000,for sale,9320,xl,semi equipped,,,gas,847,3,0,,,,true,true,,1,4,false,1811344,verrassend vastgoed,agency,,,,,classified details,en
0,logged out,,,9695752,house,house,150000,for sale,3800,xl,,1918,to renovate,,550,4,1310,true,,,,,,1,,false,3794039,bernard en nicolas indekeu,notary,,,,,classified details,en
0,logged out,,,9533765,house,house,299000,for sale,9300,xl,installed,1965,good,gas,670,4,257,true,,,true,,,16,1,false,3396046,ab immo,agency,,,,,classified details,en
0,logged out,,,9566176,house,house,299000,for sale,9300,xl,installed,,as new,gas,146,3,110,,,,true,,,1,,false,3787716,immo lierman,agency,,,,,classified details,en
0,logged out,,,9567937,house,house,278000,for sale,9300,xl,installed,,good,gas,153,3,147,true,,,true,,,1,,false,3787716,immo lierman,agency,,,,,classified details,en
0,logged out,,,9571842,house,house,199000,for sale,9300,xl,usa installed,1930,good,gas,308,2,88,,,,,,,1,,false,1558824,de ras immo,agency,,,,,classified details,en
0,logged out,,,9583239,house,house,569000,for sale,9300,xl,hyper equipped,,as new,gas,67,3,100,true,true,,true,,,1,1,false,3787716,immo lierman,agency,,,,,classified details,en
0,logged out,,,9604047,house,house,319000,for sale,9300,xl,installed,,good,gas,178,3,331,true,,245,,,,1,,false,3787716,immo lierman,agency,,,,,classified details,en
0,logged out,,,9606600,house,house,285000,for sale,9300,xl,semi equipped,1910,to renovate,gas,505,3,80,true,true,,,,,,,false,3117003,,private,,,,,classified details,en
0,logged out,,,9613012,house,house,495000,for sale,9300,xl,installed,,good,gas,268,4,200,true,true,68,,,,1,,false,3787716,immo lierman,agency,,,,,classified details,en
0,logged out,,,9614919,house,house,199000,for sale,9300,m,hyper equipped,,good,gas,438,2,74,,,,true,,,,,false,3257067,kurtimmo,real_estate_agency,,,,,classified details,en
0,logged out,,,9620507,house,house,285000,for sale,9300,m,semi equipped,1948,as new,gas,202,3,316,,,,true,,,,,false,3257067,kurtimmo,real_estate_agency,,,,,classified details,en
0,logged out,,,9627760,house,house,259000,for sale,9300,xl,installed,,good,gas,322,5,230,true,,80,true,,,1,,false,3787716,immo lierman,agency,,,,,classified details,en
0,logged out,,,9641267,house,house,199000,for sale,9300,xl,installed,,good,gas,456,3,300,true,,200,true,,,,,false,1926187,van de vondel vastgoed en advies,agency,,,,,classified details,en
0,logged out,,,9653633,house,house,179000,for sale,9300,m,,,to renovate,gas,448,2,90,true,,,true,,,,,false,3257067,kurtimmo,real_estate_agency,,,,,classified details,en
0,logged out,,,9661552,house,house,249000,for sale,9300,xl,installed,1950,to renovate,gas,460,3,524,,,,true,,,1,2,false,133418,accenta,agency,,,,,classified details,en
0,logged out,,,9678870,house,house,329000,for sale,9300,xl,hyper equipped,,as new,gas,199,3,127,true,,,true,,,1,,false,3787716,immo lierman,agency,,,,,classified details,en
0,logged out,,,9681743,house,house,195000,for sale,9300,xl,installed,,good,gas,587,3,90,true,,,true,,,,,false,1558824,de ras immo,agency,,,,,classified details,en
0,logged out,,,9686121,house,house,349000,for sale,9300,xl,,1980,to be done up,gas,152,4,91,,true,,true,,,1,,false,3054841,vastima,agency,,,,,classified details,en
0,logged out,,,9686286,house,house,229000,for sale,9300,xl,hyper equipped,,good,gas,465,3,70,true,,,true,true,,,,false,1926187,van de vondel vastgoed en advies,agency,,,,,classified details,en
0,logged out,,,9687061,house,house,295000,for sale,9300,xl,semi equipped,1956,just renovated,gas,180,4,224,,true,,true,,,1,1,false,3690204,appelmans immobiliën bv,property_developer,,,,,classified details,en
0,logged out,,,9687070,house,house,299000,for sale,9300,xl,semi equipped,1930,,gas,511,3,140,,,33,,,,,,false,3690204,appelmans immobiliën bv,property_developer,,,,,classified details,en
0,logged out,,,9706430,house,house,155000,for sale,9300,xl,,1932,to be done up,,730,4,160,true,true,,,,,,,false,3647888,"caudron, herzeel &amp; breckpot, geassocieerde not.",notary,,,,,classified details,en
0,logged out,,,9709348,house,house,195000,for sale,9300,m,installed,,good,gas,425,2,44,,,,,,,,,false,3608721,kantoor tijl jansegers aalst,agency,,,,,classified details,en
0,logged out,,,9713616,house,house,125000,for sale,9300,xl,,1964,good,,623,3,185,true,,,,,,1,,false,41164,notaris alexandre peers,notary,,,,,classified details,en
0,logged out,,,9715372,house,house,279000,for sale,9300,xl,installed,,just renovated,gas,170,3,80,,,,true,true,,,,false,3855665,,private,,,,,classified details,en
0,logged out,,,9719180,house,house,250000,for sale,9300,m,hyper equipped,,good,gas,315,3,0,,,,true,,,,,false,3608721,kantoor tijl jansegers aalst,agency,,,,,classified details,en
0,logged out,,,9719801,house,house,180000,for sale,9300,xl,,1980,,,221,3,300,true,,,,,,1,,false,91854,"lingier, paul",notary,,,,,classified details,en
0,logged out,,,9720579,house,house,325000,for sale,9300,xl,usa hyper equipped,1874,,gas,302,3,100,true,true,,true,true,,,1,false,1349133,goeman vastgoed &amp; advies,agency,,,,,classified details,en
0,logged out,,,9720775,house,house,269000,for sale,9300,m,hyper equipped,1934,good,gas,214,3,120,true,,,,,,,,false,3257067,kurtimmo,real_estate_agency,,,,,classified details,en
0,logged out,,,9725273,house,house,195000,for sale,9300,xl,,,to renovate,gas,633,4,90,,,,,,,,,false,3690204,appelmans immobiliën bv,property_developer,,,,,classified details,en
0,logged out,,,9727318,house,house,269000,for sale,9300,m,hyper equipped,,to be done up,gas,190,3,280,true,,,true,,,,,false,3257067,kurtimmo,real_estate_agency,,,,,classified details,en
0,logged out,,,9732122,house,house,255000,for sale,9300,m,,,just renovated,,261,4,110,,,,,,,,,false,988104,b&amp;v invest,agency,,,,,classified details,en
0,logged out,,,9732124,house,house,139000,for sale,9300,m,installed,,to renovate,,524,2,69,,,,,,,,,false,988104,b&amp;v invest,agency,,,,,classified details,en
0,logged out,,,9732698,house,house,259000,for sale,9300,xl,hyper equipped,,as new,gas,209,3,170,true,,50,true,true,,,1,false,1926187,van de vondel vastgoed en advies,agency,,,,,classified details,en
0,logged out,,,9732706,house,house,159000,for sale,9300,xl,semi equipped,1899,good,gas,503,2,282,true,,,true,,,,,false,1558824,de ras immo,agency,,,,,classified details,en
0,logged out,,,9734739,house,house,175000,for sale,9300,xl,,,to renovate,,933,4,50,,true,,,,,,,false,461564,vastgoedkantoor de vos,agency,,,,,classified details,en
0,logged out,,,9737087,house,house,149000,for sale,9300,m,semi equipped,1938,to be done up,gas,462,2,70,true,,,true,,,,,false,3257067,kurtimmo,real_estate_agency,,,,,classified details,en
0,logged out,,,9739175,house,house,355000,for sale,9300,xl,hyper equipped,,good,fueloil,379,4,188,true,,70,true,,,1,2,false,1926187,van de vondel vastgoed en advies,agency,,,,,classified details,en
0,logged out,,,9740872,house,house,299500,for sale,9300,xl,,,just renovated,gas,188,3,0,,,,true,,,,,false,988104,b&amp;v invest,agency,,,,,classified details,en
0,logged out,,,9744284,house,house,249000,for sale,9300,xl,,,as new,gas,385,4,408,,,,true,,,,,false,988104,b&amp;v invest,agency,,,,,classified details,en
0,logged out,,,9745280,house,house,198000,for sale,9300,xl,not installed,1935,to renovate,gas,593,4,210,true,true,120,true,,,,,false,626724,immo van sande,agency,,,,,classified details,en
0,logged out,,,classified details,en
0,logged out,,,9747127,house,house,305000,for sale,9300,xl,,1930,,gas,602,3,175,,true,,,true,,1,1,false,1349133,goeman vastgoed &amp; advies,agency,,,,,classified details,en
0,logged out,,,9748617,house,house,260000,for sale,9300,xl,installed,1911,as new,gas,325,2,645,,true,,true,,,1,,false,3090725,immo bia,agency,,,,,classified details,en
0,logged out,,,9749302,house,house,365000,for sale,9300,xl,,1960,good,gas,336,4,242,true,,,,,,1,3,false,3608721,kantoor tijl jansegers aalst,agency,,,,,classified details,en
0,logged out,,,9749377,house,house,339000,for sale,9300,m,,1927,to restore,,1039,5,1279,true,true,,,,,1,,false,3257067,kurtimmo,real_estate_agency,,,,,classified details,en
0,logged out,,,9750123,house,house,378000,for sale,9300,xl,semi equipped,,to be done up,fueloil,1064,3,1118,true,true,900,true,,,1,1,false,3787716,immo lierman,agency,,,,,classified details,en
0,logged out,,,9750157,house,house,439000,for sale,9300,xl,hyper equipped,,as new,gas,24,3,200,,,100,true,,,,1,false,3787716,immo lierman,agency,,,,,classified details,en
0,logged out,,,9750255,house,house,100000,for sale,9300,xl,,,to renovate,,1284,4,1135,true,true,,,,,1,,false,91554,notaris sophie van der biest,notary,,,,,classified details,en
0,logged out,,,9751561,house,house,368000,for sale,9300,xl,,1958,good,gas,253,3,377,true,,,true,,,2,4,false,3608721,kantoor tijl jansegers aalst,agency,,,,,classified details,en
0,logged out,,,9753377,house,house,215000,for sale,9300,xl,,,as new,,562,3,175,,true,,,,,,,false,1662,de rick vastgoedadvies,agency,,,,,classified details,en
0,logged out,,,9753905,house,house,165000,for sale,9300,m,semi equipped,1918,to renovate,,472,2,140,true,,,true,,,,,false,3257067,kurtimmo,real_estate_agency,,,,,classified details,en
0,logged out,,,9756783,house,house,199000,for sale,9300,xl,,,,carbon,1244,2,287,true,,,true,,,1,1,false,1349133,goeman vastgoed &amp; advies,agency,,,,,classified details,en
0,logged out,,,9756947,house,house,330000,for sale,9300,xl,usa installed,1936,good,,225,3,110,,,,true,,,1,1,false,3608721,kantoor tijl jansegers aalst,agency,,,,,classified details,en
0,logged out,,,9758783,house,house,325000,for sale,9300,xl,installed,1953,,gas,231,2,163,,,,,true,,2,,false,988104,b&amp;v invest,agency,,,,,classified details,en
0,logged out,,,9758784,house,house,372000,for sale,9300,xl,installed,,,gas,104,3,0,,true,,true,,,,,false,988104,b&amp;v invest,agency,,,,,classified details,en
0,logged out,,,9760744,house,house,225000,for sale,9300,xl,installed,1950,as new,gas,338,2,180,,,,true,,,,1,false,988104,b&amp;v invest,agency,,,,,classified details,en
0,logged out,,,9760989,house,house,329000,for sale,9300,xl,installed,1958,as new,gas,269,5,0,,,80,,true,,1,,false,3393240,kasper &amp; kent,agency,,,,,classified details,en
0,logged out,,,9761002,house,house,399000,for sale,9300,xl,installed,,as new,gas,249,4,261,true,true,,,,,,,false,3054841,vastima,agency,,,,,classified details,en
0,logged out,,,9762653,house,house,399000,for sale,9300,xl,installed,1958,just renovated,gas,256,3,599,,true,,true,,,,3,false,988104,b&amp;v invest,agency,,,,,classified details,en
0,logged out,,,9763167,house,house,375000,for sale,9300,xl,hyper equipped,1990,as new,gas,129,3,561,true,,400,true,,,,2,false,133418,accenta,agency,,,,,classified details,en
0,logged out,,,9763183,house,house,235000,for sale,9300,xl,,1930,good,gas,459,2,189,,,,true,,,,1,false,3608721,kantoor tijl jansegers aalst,agency,,,,,classified details,en
0,logged out,,,9763879,house,house,269900,for sale,9300,xl,,,as new,gas,93,4,70,,true,,,,,,,false,988104,b&amp;v invest,agency,,,,,classified details,en
0,logged out,,,9763880,house,house,169000,for sale,9300,xl,,,to renovate,,768,2,200,,true,,true,,,,,false,988104,b&amp;v invest,agency,,,,,classified details,en
0,logged out,,,9763881,house,house,410000,for sale,9300,xl,installed,2018,as new,,77,3,113,,,,true,,,,1,false,988104,b&amp;v invest,agency,,,,,classified details,en
0,logged out,,,9765022,house,house,259000,for sale,9300,m,semi equipped,,to be done up,gas,799,4,223,true,true,,true,,,,,false,3257067,kurtimmo,real_estate_agency,,,,,classified details,en
0,logged out,,,9765578,house,house,220000,for sale,9300,xl,installed,,,gas,475,2,170,,,,,,,,,false,988104,b&amp;v invest,agency,,,,,classified details,en
0,logged out,,,9767897,house,house,265000,for sale,9300,xl,,1976,as new,,498,2,0,,,,,true,,1,,false,1662,de rick vastgoedadvies,agency,,,,,classified details,en
0,logged out,,,9768169,house,house,199000,for sale,9300,xl,usa installed,,good,gas,382,3,0,,,,,,,,,false,2368,cornelis &amp; partners bvba,agency,,,,,classified details,en
0,logged out,,,9768965,house,house,323000,for sale,9300,xl,installed,1957,good,gas,592,2,232,,true,,true,,,,,false,3340108,locals vastgoed,agency,,,,,classified details,en
0,logged out,,,9769993,house,house,139000,for sale,9300,xl,not installed,,to renovate,,,2,0,,,,,,,,,false,988104,b&amp;v invest,agency,,,,,classified details,en
0,logged out,,,9770425,house,house,385000,for sale,9300,xl,hyper equipped,,as new,gas,193,4,75,true,true,,true,true,,,,false,1926187,van de vondel vastgoed en advies,agency,,,,,classified details,en
0,logged out,,,9772430,house,house,145000,for sale,9300,xl,installed,,good,,869,2,100,true,,,true,,,,,false,1926187,van de vondel vastgoed en advies,agency,,,,,classified details,en
0,logged out,,,9773174,house,house,99000,for sale,9300,xl,,,,,990,2,300,true,true,,,,,,,false,2844941,bv bvba de vuyst &amp; berlengé,notary,,,,,classified details,en
0,logged out,,,9773876,house,house,165000,for sale,9300,xl,semi equipped,,to be done up,fueloil,,2,0,,,,true,,,,,false,988104,b&amp;v invest,agency,,,,,classified details,en
0,logged out,,,9774328,house,house,280000,for sale,9300,m,hyper equipped,1930,good,gas,247,4,170,true,,,true,,,,,false,3257067,kurtimmo,real_estate_agency,,,,,classified details,en
0,logged out,,,9774567,house,house,575000,for sale,9300,xl,usa hyper equipped,1977,good,gas,290,3,990,,,,true,,,1,4,false,1811344,verrassend vastgoed,agency,,,,,classified details,en
0,logged out,,,9775127,house,house,205000,for sale,9300,xl,,1899,to renovate,gas,949,3,470,,,300,true,,,1,2,false,3608721,kantoor tijl jansegers aalst,agency,,,,,classified details,en
0,logged out,,,9775129,house,house,286000,for sale,9300,xl,,1957,good,gas,685,3,395,,,255,true,,,1,2,false,3608721,kantoor tijl jansegers aalst,agency,,,,,classified details,en
0,logged out,,,classified details,en
0,logged out,,,9756870,house,house,280000,for sale,9308,xl,,,to be done up,fueloil,527,5,360,true,true,,true,true,,1,,false,1558824,de ras immo,agency,,,,,classified details,en
0,logged out,,,9661553,house,house,249000,for sale,9310,xl,installed,1950,to renovate,gas,460,3,524,,,,true,,,1,2,false,133418,accenta,agency,,,,,classified details,en
0,logged out,,,9593446,house,house,239000,for sale,9320,xl,semi equipped,1970,to be done up,gas,286,3,147,,,50,true,,,1,3,false,133418,accenta,agency,,,,,classified details,en
0,logged out,,,9666823,house,house,375000,for sale,9320,xl,hyper equipped,,good,gas,375,3,486,true,true,300,true,,,,,false,1926187,van de vondel vastgoed en advies,agency,,,,,classified details,en
0,logged out,,,9697081,house,house,299000,for sale,9320,xl,installed,,good,fueloil,722,3,258,,,60,,,,1,1,false,3787716,immo lierman,agency,,,,,classified details,en
0,logged out,,,9556678,house,house,540000,for sale,9880,xl,,1991,good,gas,385,3,1123,,true,,,,,1,,false,563895,solvas groep,agency,,,,,classified details,en
0,logged out,,,9598933,house,house,748000,for sale,9880,xl,,2012,,gas,136,6,3359,true,,,true,true,,2,,false,461564,vastgoedkantoor de vos,agency,,,,,classified details,en
0,logged out,,,9686860,house,house,235000,for sale,9880,xl,installed,,,gas,209,3,426,true,,,true,,,,,false,91728,notariskantoor roel mondelaers,notary,,,,,classified details,en
0,logged out,,,9723256,house,house,354000,for sale,9880,xl,installed,1998,as new,fueloil,205,3,672,,,,true,true,,1,1,false,2221846,concept-home,real_estate_agency,,,,,classified details,en
0,logged out,,,9767245,house,house,400000,for sale,9880,xl,,,,gas,235,3,1050,true,,,true,,,,,false,92512,"bernard vanderplaetsen &amp; erika redel,  notarissen",notary,,,,,classified details,en
0,logged out,,,9775550,house,house,325000,for sale,9880,xl,installed,2001,,,156,2,0,,,,true,true,,2,2,false,3794091,immo zone,agency,,,,,classified details,en
0,logged out,,,9762330,house,house,275000,for sale,9910,xl,semi equipped,,good,electric,794,1,415,true,,,true,,,,,false,2974727,immo francois,agency,,,,,classified details,en
0,logged out,,,9729522,house,house,250000,for sale,3201,xl,,,to renovate,fueloil,552,2,654,true,true,,true,,,2,2,false,3150337,century 21 connect,agency,,,,,classified details,en
0,logged out,,,9448511,house,house,395000,for sale,3200,xl,installed,,good,gas,294,4,68,,,,,,,,,false,3333136,vebo vastgoed,agency,,,,,classified details,en
0,logged out,,,9448512,house,house,370000,for sale,3200,xl,installed,2012,as new,gas,,4,569,true,,,,,,,,false,3333136,vebo vastgoed,agency,,,,,classified details,en
0,logged out,,,9526187,house,house,160000,for sale,3200,xl,installed,,to renovate,gas,765,3,244,,true,135,true,,,,,false,2063476,a property - pelsmaekers,agency,,,,,classified details,en
0,logged out,,,classified details,en
0,logged out,,,9625313,house,house,329000,for sale,3200,xl,hyper equipped,,good,gas,251,3,196,true,true,150,true,,,1,,false,2786783,copandi mechelen,agency,,,,,classified details,en
0,logged out,,,9627218,house,house,320000,for sale,3200,xl,semi equipped,1988,as new,gas,254,2,175,,,54,,,,1,3,false,3850291,,private,,,,,classified details,en
0,logged out,,,9640842,house,house,415000,for sale,3200,xl,,1978,good,fueloil,261,3,250,,,180,true,,,,,false,829997,era vandendries,agency,,,,,classified details,en
0,logged out,,,9644717,house,house,295000,for sale,3200,xl,installed,1937,good,gas,417,3,603,,,400,,,,,,false,3851281,,private,,,,,classified details,en
0,logged out,,,9713307,house,house,180000,for sale,3200,xl,installed,1955,,fueloil,459,3,0,true,true,,,,,,,false,231320,"michiels, stroeykens &amp; pelgrims",notary,,,,,classified details,en
0,logged out,,,9738234,house,house,210000,for sale,3200,xl,,1976,,fueloil,345,3,604,true,true,,,,,,,false,41089,geysels kurt,notary,,,,,classified details,en
0,logged out,,,9746961,house,house,260000,for sale,3200,xl,installed,1961,to be done up,gas,559,3,1238,,,,,,,1,,false,2216813,dupont vastgoed,agency,,,,,classified details,en
0,logged out,,,9750453,house,house,170000,for sale,3200,xl,,1951,,,643,3,566,,true,,true,true,,,,false,231320,"michiels, stroeykens &amp; pelgrims",notary,,,,,classified details,en
0,logged out,,,9763450,house,house,210000,for sale,3200,xl,installed,1954,good,,431,1,140,,,,,,,,,false,607437,immo marina tremelo,agency,,,,,classified details,en
0,logged out,,,9768016,house,house,349000,for sale,3200,xl,installed,1930,just renovated,gas,110,3,0,,,,true,,,,,false,3393240,kasper &amp; kent,agency,,,,,classified details,en
0,logged out,,,9763484,house,house,297000,for sale,8700,xl,installed,,good,fueloil,608,4,253,,,,true,,,,,false,2642760,vastgoed demeyer,agency,,,,,classified details,en
0,logged out,,,9775899,house,house,140000,for sale,8700,xl,,1937,to renovate,,1019,3,380,,true,,,,,,,false,2871710,bricx,agency,,,,,classified details,en
0,logged out,,,9576149,house,house,329000,for sale,8211,xl,,1993,good,,453,2,720,,,,,,,1,8,false,1677824,puur vastgoed,agency,,,,,classified details,en
0,logged out,,,9580167,house,house,229000,for sale,8211,xl,installed,1973,,,522,4,0,,true,,,,,1,,false,76850,residentie vastgoed,agency,,,,,classified details,en
0,logged out,,,9630531,house,house,325000,for sale,8211,xl,installed,2007,good,,197,2,136,,,,,,,1,,false,834769,vastgoed sinnaeve,agency,,,,,classified details,en
0,logged out,,,9723348,house,house,345000,for sale,8211,xl,,1973,as new,fueloil,395,4,619,,,,,,,,,false,232648,bricx,agency,,,,,classified details,en
0,logged out,,,9755723,house,house,449000,for sale,8211,xl,installed,,to be done up,,540,5,1539,,,,,,,,,false,2136198,correct vastgoed,agency,,,,,classified details,en
0,logged out,,,9770028,house,house,368000,for sale,8211,xl,,,as new,gas,333,3,765,,,,,,,,,false,2100865,perspectief vastgoed,agency,,,,,classified details,en
0,logged out,,,9718466,house,house,395000,for sale,2630,xl,hyper equipped,1969,,gas,359,3,192,,,80,true,true,,1,1,false,2406,vastgoed de smet,agency,,,,,classified details,en
0,logged out,,,9735190,house,house,799000,for sale,2630,xl,semi equipped,1981,,gas,171,4,854,true,,,true,,,2,2,false,1396566,arcasa,agency,,,,,classified details,en
0,logged out,,,9744028,house,house,245000,for sale,2630,xl,semi equipped,,to renovate,gas,790,3,345,,,262,true,,,,,false,2193780,walbers immo aartselaar,agency,,,,,classified details,en
0,logged out,,,9745079,house,house,435000,for sale,2630,xl,hyper equipped,1939,as new,gas,261,4,417,,,,true,,,,1,false,2406,vastgoed de smet,agency,,,,,classified details,en
0,logged out,,,9770736,house,house,379000,for sale,2630,xl,hyper equipped,1979,,gas,121,2,0,true,true,183,true,true,,2,1,false,1396566,arcasa,agency,,,,,classified details,en
0,logged out,,,9682306,house,house,455000,for sale,7800,xl,installed,,good,gas,219,2,3296,,true,,,true,,,,false,3538626,immo casteels,agency,,,,,classified details,en
0,logged out,,,9704931,house,house,295000,for sale,5590,xl,installed,1979,to renovate,fueloil,380,4,737,true,true,617,true,true,,1,1,false,3853952,we invest ciney haute-meuse,agency,,,,,classified details,en
0,logged out,,,9644425,house,house,535000,for sale,5362,xl,usa hyper equipped,2005,as new,,117,5,1374,,true,1374,,,,2,4,false,3199919,easyhome immobilier,agency,,,,,classified details,en
0,logged out,,,9704661,house,house,295000,for sale,4219,xl,installed,2016,as new,gas,108,4,1266,,,1000,true,,,,3,false,3853966,we invest hesbaye,agency,,,,,classified details,en
0,logged out,,,9655006,house,house,525000,for sale,9991,xl,,1994,good,,,4,1280,,,,,,,2,,false,563895,solvas groep,agency,,,,,classified details,en
0,logged out,,,9704082,house,house,1450000,for sale,9991,xl,,1966,,,201,4,5909,,true,,,true,true,1,,false,820296,vastgoed meetjesland,agency,,,,,classified details,en
0,logged out,,,9775888,house,house,228636,for sale,8660,xl,,2019,,,72,3,0,,,,,,,1,,false,2871710,bricx,agency,,,,,classified details,en
0,logged out,,,9775889,house,house,275260,for sale,8660,xl,,2019,,,83.76,3,153,,,,true,,,1,,false,2871710,bricx,agency,,,,,classified details,en
0,logged out,,,9756920,house,house,339000,for sale,1790,xl,hyper equipped,1950,to renovate,fueloil,576,3,1050,,true,800,true,true,,1,3,false,133418,accenta,agency,,,,,classified details,en
0,logged out,,,9688378,house,house,244000,for sale,1790,xl,installed,1930,to renovate,fueloil,810,3,239,true,true,180,true,,,1,,false,133418,accenta,agency,,,,,classified details,en
