classified.price,classified.zip,classified.kitchen.type,classified.building.constructionYear,classified.building.condition,classified.certificates.primaryEnergyConsumptionLevel,classified.bedroom.count,classified.land.surface,classified.atticExists,classified.basementExists,classified.outdoor.garden.surface,classified.outdoor.terrace.exists,classified.specificities.SME.office.exists,classified.wellnessEquipment.hasSwimmingPool,classified.parking.parkingSpaceCount.indoor,classified.parking.parkingSpaceCount.outdoor,carbon,electric,fueloil,gas,pellet,wood
1185000.0,1540,4.0,2008.0,7.0,199.0,4,1254.0,0,1,1000.0,1,1,1,2,6,0,0,0,1,0,0
1185000.0,1541,4.0,2008.0,7.0,199.0,4,1254.0,0,1,1000.0,1,1,1,2,6,0,0,0,1,0,0
495000.0,1435,3.0,1924.0,1.0,504.0,4,1322.0,0,1,0.0,1,1,0,2,10,0,0,1,0,0,0
2350000.0,1050,4.0,1928.0,7.0,268.0,5,170.0,0,1,0.0,1,1,0,1,1,0,0,0,1,0,0
1195000.0,1050,1.0,1906.0,1.0,559.0,5,235.0,0,0,90.0,1,1,0,0,0,0,0,0,1,0,0
2750000.0,1050,4.0,1874.0,7.0,203.0,6,690.0,1,1,500.0,1,1,0,2,2,0,0,0,1,0,0
3950000.0,1050,4.0,1910.0,7.0,210.0,5,340.0,0,0,0.0,1,1,0,0,0,0,0,0,1,0,0
4700000.0,1050,4.0,1906.0,7.0,208.0,10,630.0,0,1,400.0,1,1,0,2,0,0,0,0,1,0,0
750000.0,1370,4.0,1814.0,7.0,223.0,5,769.0,0,1,0.0,1,1,0,1,1,0,0,1,0,0,0
1775000.0,8300,4.0,1936.0,7.0,179.0,8,350.0,0,0,0.0,1,0,0,2,3,0,0,0,1,0,0
4290000.0,8300,4.0,1928.0,5.0,484.0,5,925.0,0,0,0.0,1,0,0,1,5,0,0,0,1,0,0
5850000.0,8300,4.0,1959.0,5.0,264.0,6,1629.0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0
945000.0,2550,4.0,2012.0,7.0,76.0,4,477.0,1,1,0.0,1,1,1,1,1,0,0,0,1,0,0
1850000.0,1950,4.0,1991.0,7.0,184.0,6,2471.0,0,0,0.0,1,1,0,0,8,0,0,0,1,0,0
1850000.0,1950,4.0,1989.0,7.0,184.0,6,2471.0,0,0,0.0,1,0,1,0,6,0,0,0,1,0,0
2450000.0,1380,4.0,2004.0,7.0,236.0,8,3000.0,1,1,0.0,1,1,1,2,0,0,0,1,0,0,0
2750000.0,1380,4.0,2000.0,7.0,166.0,7,15300.0,1,1,0.0,1,1,1,4,0,0,0,1,0,0,0
1680000.0,1380,4.0,2014.0,7.0,54.0,6,2400.0,1,1,0.0,1,1,0,1,5,0,0,0,1,0,0
645000.0,1750,4.0,2005.0,7.0,181.0,5,2256.0,0,0,2000.0,1,0,0,2,6,0,0,0,1,0,0
695000.0,3010,4.0,1976.0,3.0,97.0,4,506.0,1,1,0.0,1,1,0,0,1,0,0,0,1,0,0
995000.0,4000,1.0,1930.0,1.0,378.0,10,5200.0,1,1,4250.0,0,1,0,0,10,0,0,1,0,0,0
550000.0,4020,2.0,1900.0,5.0,368.0,6,575.0,0,1,0.0,1,1,0,0,0,0,0,0,1,0,0
529000.0,9160,2.0,1921.0,5.0,184.0,3,151.0,1,0,14.0,1,0,0,0,0,0,0,0,1,0,0
1500000.0,2800,4.0,2000.0,5.0,144.0,6,2930.0,0,1,0.0,1,1,0,3,4,0,0,0,1,0,0
395000.0,3350,2.0,1964.0,5.0,351.0,3,1438.0,0,0,0.0,0,0,0,1,5,0,0,1,0,0,0
575000.0,7063,2.0,1783.0,6.0,424.0,5,3165.0,0,1,0.0,0,0,0,6,6,0,0,0,1,0,0
325000.0,7040,2.0,2005.0,5.0,262.0,4,863.0,0,1,560.0,1,1,1,1,4,0,0,1,0,0,0
3250000.0,1640,4.0,1960.0,7.0,105.0,5,2003.0,0,1,1800.0,1,1,1,0,5,0,0,0,1,0,0
2600000.0,1640,4.0,1977.0,7.0,314.0,6,4970.0,0,1,0.0,1,1,1,3,5,0,0,1,0,0,0
595000.0,1330,3.0,1934.0,1.0,548.0,4,1826.0,0,1,0.0,0,0,0,0,5,0,0,1,0,0,0
4950000.0,1060,4.0,1968.0,7.0,260.0,6,5000.0,0,1,3500.0,1,1,1,4,10,0,0,0,1,0,0
850000.0,1210,4.0,1876.0,7.0,201.0,5,76.0,1,1,0.0,1,1,0,0,0,0,0,0,1,0,0
845000.0,1030,4.0,1886.0,7.0,338.0,6,132.0,1,1,0.0,1,1,0,0,0,0,0,0,1,0,0
739000.0,9100,2.0,1850.0,5.0,236.0,9,320.0,1,1,1.0,1,1,0,0,0,0,0,0,1,0,0
1875000.0,3080,2.0,1992.0,5.0,138.0,6,1489.0,1,1,1300.0,1,1,0,2,2,0,0,0,1,0,0
895000.0,7500,2.0,1800.0,7.0,175.0,9,304.0,1,1,76.0,1,1,0,0,0,0,0,0,1,0,0
3450000.0,1180,2.0,1970.0,5.0,140.0,5,0.0,0,1,0.0,1,1,0,3,4,0,0,0,1,0,0
1480000.0,4530,2.0,1855.0,5.0,237.0,12,4130.0,1,1,3460.0,1,1,1,3,7,0,0,0,0,1,0
675000.0,6700,2.0,1850.0,5.0,239.0,4,676.0,1,1,0.0,1,1,0,1,6,0,0,0,1,0,0
1125000.0,1410,4.0,1991.0,7.0,215.0,6,1500.0,1,1,0.0,1,1,1,1,6,0,0,1,0,0,0
1950000.0,1410,4.0,1800.0,7.0,671.0,6,3788.0,0,1,3788.0,1,1,0,0,30,0,0,0,1,0,0
1095000.0,1410,4.0,1992.0,7.0,237.0,5,3240.0,0,1,0.0,1,1,0,5,10,0,0,1,0,0,0
1650000.0,1970,2.0,1968.0,5.0,374.0,7,2187.0,0,1,0.0,1,1,0,1,1,0,0,0,1,0,0
1295000.0,1200,1.0,1930.0,1.0,476.0,10,650.0,0,1,400.0,1,1,0,2,0,0,0,1,0,0,0
3380000.0,1150,4.0,2005.0,7.0,159.0,7,1390.0,1,1,0.0,1,1,1,2,0,0,0,0,1,0,0
2985000.0,1150,4.0,1955.0,7.0,147.0,6,1270.0,1,1,0.0,1,1,0,0,0,0,0,0,1,0,0
640000.0,9790,1.0,2019.0,7.0,59.0,5,1086.0,1,1,906.0,0,1,0,0,0,0,0,0,1,0,0
495000.0,6600,1.0,1900.0,1.0,396.0,6,3249.0,0,1,0.0,0,0,0,1,5,0,0,0,0,0,1
175000.0,4560,1.0,1880.0,1.0,471.0,5,581.0,1,1,0.0,1,0,0,0,2,0,0,1,0,0,0
480000.0,3300,3.0,1930.0,1.0,792.0,4,19522.0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0
795000.0,6990,2.0,1850.0,5.0,317.0,11,3600.0,0,1,3600.0,1,0,0,2,8,0,0,1,0,0,0
1150000.0,1348,2.0,1784.0,5.0,306.0,7,3680.0,0,0,2400.0,0,0,0,2,16,0,0,1,0,0,0
750000.0,7804,4.0,1950.0,7.0,2304.0,6,6000.0,1,1,5600.0,1,1,0,2,12,0,0,1,0,0,0
435000.0,7332,3.0,1870.0,5.0,264.0,4,3634.0,1,1,3400.0,1,1,0,1,5,0,0,1,0,0,0
325000.0,7332,3.0,1870.0,5.0,264.0,4,1080.0,1,1,800.0,1,1,0,1,5,0,0,1,0,0,0
239000.0,4590,3.0,1890.0,5.0,610.0,3,1350.0,0,1,0.0,1,0,0,0,3,0,0,0,0,1,0
229000.0,4590,3.0,1890.0,5.0,610.0,2,1365.0,0,0,0.0,1,0,0,0,3,0,0,1,0,0,0
365000.0,1350,2.0,1980.0,5.0,412.0,3,2108.0,0,1,1963.0,1,1,0,1,0,0,0,1,0,0,0
299000.0,9310,2.0,1949.0,3.0,332.0,4,240.0,1,1,110.0,1,0,0,1,2,0,0,0,1,0,0
290000.0,9310,2.0,1930.0,5.0,710.0,2,576.0,1,0,0.0,1,0,0,1,2,0,0,1,0,0,0
299000.0,9300,2.0,1965.0,5.0,670.0,4,257.0,1,0,0.0,1,0,0,16,1,0,0,0,1,0,0
199000.0,9300,2.0,1930.0,5.0,308.0,2,88.0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0
285000.0,9300,3.0,1910.0,1.0,505.0,3,80.0,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0
285000.0,9300,3.0,1948.0,7.0,202.0,3,316.0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0
249000.0,9300,2.0,1950.0,1.0,460.0,3,524.0,0,0,0.0,1,0,0,1,2,0,0,0,1,0,0
295000.0,9300,3.0,1956.0,6.0,180.0,4,224.0,0,1,0.0,1,0,0,1,1,0,0,0,1,0,0
269000.0,9300,4.0,1934.0,5.0,214.0,3,120.0,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0
159000.0,9300,3.0,1899.0,5.0,503.0,2,282.0,1,0,0.0,1,0,0,0,0,0,0,0,1,0,0
149000.0,9300,3.0,1938.0,3.0,462.0,2,70.0,1,0,0.0,1,0,0,0,0,0,0,0,1,0,0
198000.0,9300,1.0,1935.0,1.0,593.0,4,210.0,1,1,120.0,1,0,0,0,0,0,0,0,1,0,0
260000.0,9300,2.0,1911.0,7.0,325.0,2,645.0,0,1,0.0,1,0,0,1,0,0,0,0,1,0,0
225000.0,9300,2.0,1950.0,7.0,338.0,2,180.0,0,0,0.0,1,0,0,0,1,0,0,0,1,0,0
329000.0,9300,2.0,1958.0,7.0,269.0,5,0.0,0,0,80.0,0,1,0,1,0,0,0,0,1,0,0
399000.0,9300,2.0,1958.0,6.0,256.0,3,599.0,0,1,0.0,1,0,0,0,3,0,0,0,1,0,0
375000.0,9300,4.0,1990.0,7.0,129.0,3,561.0,1,0,400.0,1,0,0,0,2,0,0,0,1,0,0
323000.0,9300,2.0,1957.0,5.0,592.0,2,232.0,0,1,0.0,1,0,0,0,0,0,0,0,1,0,0
280000.0,9300,4.0,1930.0,5.0,247.0,4,170.0,1,0,0.0,1,0,0,0,0,0,0,0,1,0,0
575000.0,9300,4.0,1977.0,5.0,290.0,3,990.0,0,0,0.0,1,0,0,1,4,0,0,0,1,0,0
249000.0,9310,2.0,1950.0,1.0,460.0,3,524.0,0,0,0.0,1,0,0,1,2,0,0,0,1,0,0
239000.0,9320,3.0,1970.0,3.0,286.0,3,147.0,0,0,50.0,1,0,0,1,3,0,0,0,1,0,0
354000.0,9880,2.0,1998.0,7.0,205.0,3,672.0,0,0,0.0,1,1,0,1,1,0,0,1,0,0,0
320000.0,3200,3.0,1988.0,7.0,254.0,2,175.0,0,0,54.0,0,0,0,1,3,0,0,0,1,0,0
295000.0,3200,2.0,1937.0,5.0,417.0,3,603.0,0,0,400.0,0,0,0,0,0,0,0,0,1,0,0
260000.0,3200,2.0,1961.0,3.0,559.0,3,1238.0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0
349000.0,3200,2.0,1930.0,6.0,110.0,3,0.0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0
435000.0,2630,4.0,1939.0,7.0,261.0,4,417.0,0,0,0.0,1,0,0,0,1,0,0,0,1,0,0
295000.0,5590,2.0,1979.0,1.0,380.0,4,737.0,1,1,617.0,1,1,0,1,1,0,0,1,0,0,0
295000.0,4219,2.0,2016.0,7.0,108.0,4,1266.0,0,0,1000.0,1,0,0,0,3,0,0,0,1,0,0
339000.0,1790,4.0,1950.0,1.0,576.0,3,1050.0,0,1,800.0,1,1,0,1,3,0,0,1,0,0,0
244000.0,1790,2.0,1930.0,1.0,810.0,3,239.0,1,1,180.0,1,0,0,1,0,0,0,1,0,0,0
294000.0,1790,1.0,1965.0,3.0,295.0,3,1303.0,1,1,1100.0,1,1,0,1,4,0,0,0,1,0,0
235000.0,1790,2.0,1918.0,3.0,532.0,2,227.0,0,0,140.0,1,0,0,0,1,0,0,0,1,0,0
309000.0,1790,3.0,1958.0,3.0,478.0,3,470.0,1,0,200.0,1,0,0,1,2,0,0,1,0,0,0
349000.0,1790,2.0,1982.0,5.0,275.0,4,473.0,0,0,0.0,0,0,0,1,2,0,0,0,1,0,0
389000.0,1790,2.0,2017.0,7.0,143.0,3,1036.0,1,0,900.0,1,0,0,1,1,0,0,0,1,0,0
435000.0,1790,4.0,2016.0,7.0,111.0,3,404.0,0,1,200.0,1,0,0,1,3,0,0,0,1,0,0
379000.0,1790,4.0,1963.0,7.0,288.0,4,343.0,1,0,240.0,1,0,0,1,3,0,0,0,1,0,0
299000.0,1790,3.0,1948.0,7.0,539.0,3,290.0,0,1,150.0,1,1,0,0,2,0,0,0,1,0,0
330000.0,1790,2.0,1949.0,5.0,667.0,3,1992.0,1,1,0.0,1,0,0,0,4,0,0,0,1,0,0
470000.0,1790,2.0,2012.0,7.0,94.0,3,403.0,1,0,80.0,1,0,0,2,3,0,0,0,1,0,0
339000.0,1790,4.0,1938.0,5.0,308.0,3,871.0,0,1,600.0,1,0,0,1,12,0,0,0,1,0,0
279000.0,6250,2.0,1918.0,5.0,320.0,3,1040.0,1,1,0.0,1,0,0,0,0,0,0,0,1,0,0
350000.0,6250,4.0,1966.0,6.0,422.0,4,0.0,0,1,0.0,1,0,0,0,0,0,0,1,0,0,0
399000.0,4432,2.0,2015.0,5.0,120.0,3,864.0,0,1,590.0,1,0,0,1,1,0,0,1,0,0,0
334000.0,4432,2.0,2007.0,7.0,340.0,3,208.0,0,0,153.0,1,1,0,1,0,0,0,0,1,0,0
899000.0,1652,4.0,2006.0,5.0,220.0,4,1409.0,0,1,0.0,0,1,0,2,0,0,0,0,1,0,0
478000.0,1652,2.0,1959.0,3.0,399.0,3,713.0,0,1,305.0,1,0,0,2,4,0,0,0,1,0,0
239000.0,4540,3.0,1955.0,3.0,435.0,2,1514.0,0,1,406.0,1,0,0,1,4,0,0,0,1,0,0
257500.0,4540,4.0,2008.0,7.0,137.0,4,540.0,0,0,300.0,1,1,0,1,3,0,0,0,1,0,0
145000.0,4540,1.0,1970.0,5.0,592.0,3,78.0,0,1,0.0,1,0,0,0,0,0,0,0,1,0,0
315000.0,4540,2.0,1874.0,5.0,364.0,4,1215.0,0,0,1000.0,1,1,0,1,3,0,0,1,0,0,0
199000.0,6953,3.0,2008.0,5.0,227.0,3,1133.0,0,0,0.0,0,0,0,1,0,0,1,0,0,0,0
245000.0,4540,3.0,1970.0,7.0,574.0,5,740.0,0,1,650.0,1,0,0,1,0,0,0,1,0,0,0
289500.0,4540,3.0,1963.0,5.0,145.0,3,122.0,0,1,0.0,1,0,0,0,0,0,0,0,1,0,0
370000.0,4540,3.0,1875.0,5.0,456.0,6,557.0,0,1,0.0,1,0,0,0,0,0,0,0,1,0,0
245000.0,4540,3.0,1875.0,5.0,456.0,4,514.0,0,1,0.0,1,0,0,2,0,0,0,0,1,0,0
129000.0,5300,3.0,1918.0,3.0,667.0,2,47.0,0,0,0.0,1,1,0,1,0,0,1,0,0,0,0
119500.0,5300,3.0,1899.0,3.0,458.0,3,104.0,0,1,0.0,1,0,0,0,0,0,0,0,1,0,0
699000.0,1070,4.0,1900.0,1.0,296.0,6,185.0,1,0,80.0,1,0,0,0,0,0,0,0,1,0,0
375000.0,1070,1.0,1891.0,1.0,195.0,4,74.0,0,1,0.0,1,0,0,0,0,0,0,0,1,0,0
275000.0,1070,1.0,1891.0,1.0,498.0,4,74.0,0,1,0.0,1,0,0,0,0,0,0,0,1,0,0
309000.0,1070,3.0,1958.0,5.0,402.0,3,0.0,0,1,0.0,1,0,0,1,0,0,0,1,0,0,0
259000.0,1070,1.0,1986.0,5.0,595.0,5,0.0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0
365000.0,1070,4.0,1900.0,5.0,298.0,3,50.0,1,1,0.0,1,1,0,0,0,0,0,0,1,0,0
399000.0,1070,2.0,1967.0,3.0,414.0,3,342.0,0,0,238.0,1,0,0,1,2,0,0,0,1,0,0
430000.0,1070,2.0,1968.0,3.0,267.0,3,243.0,1,0,135.0,1,1,0,1,2,0,0,0,1,0,0
249000.0,1070,3.0,1947.0,5.0,496.0,2,0.0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0
425000.0,1070,4.0,1932.0,5.0,390.0,4,106.0,1,1,50.0,0,1,0,0,0,0,0,0,1,0,0
379000.0,1070,3.0,1930.0,3.0,382.0,3,212.0,0,0,0.0,0,0,0,1,2,0,0,0,1,0,0
399000.0,1070,4.0,1930.0,7.0,1424.0,4,75.0,0,1,0.0,1,0,0,0,0,0,1,0,0,0,0
190000.0,6150,2.0,1899.0,3.0,295.0,4,190.0,1,1,0.0,1,1,0,0,0,0,0,0,1,0,0
349000.0,4821,2.0,1997.0,5.0,452.0,4,596.0,0,0,440.0,1,0,0,1,1,0,0,1,0,0,0
249000.0,4031,2.0,1938.0,6.0,412.0,4,170.0,0,1,65.0,1,0,0,0,0,0,0,0,1,0,0
329000.0,4432,2.0,1979.0,3.0,264.0,3,1211.0,0,0,950.0,1,1,0,0,4,0,0,1,0,0,0
329000.0,4520,2.0,1936.0,6.0,272.0,4,1028.0,0,1,620.0,1,1,0,0,5,0,0,1,0,0,0
520000.0,4520,2.0,2001.0,5.0,432.0,5,2170.0,0,0,1957.0,1,1,1,0,0,0,1,0,0,0,0
219500.0,4520,2.0,1943.0,3.0,483.0,3,1094.0,0,1,0.0,1,0,0,1,0,0,0,1,0,0,0
25000.0,4160,3.0,1899.0,5.0,251.0,3,345.0,0,0,0.0,1,0,0,1,0,0,0,1,0,0,0
2450000.0,2018,4.0,1873.0,7.0,255.0,6,266.0,0,1,266.0,1,1,0,0,9,0,0,0,1,0,0
279000.0,2018,2.0,1874.0,7.0,246.0,2,55.0,1,1,0.0,1,0,0,0,0,0,0,0,1,0,0
345000.0,2020,4.0,2012.0,7.0,114.0,3,75.0,0,0,10.0,1,0,0,0,0,0,0,0,1,0,0
1390000.0,2018,4.0,1913.0,7.0,199.0,4,156.0,0,1,35.0,1,1,0,1,3,0,0,0,1,0,0
475000.0,2018,3.0,2021.0,7.0,70.0,3,136.0,0,0,136.0,0,0,0,0,0,0,0,0,1,0,0
465000.0,2018,2.0,1895.0,5.0,286.0,3,50.0,0,1,0.0,1,0,0,0,0,0,0,0,1,0,0
529000.0,2610,4.0,1927.0,7.0,303.0,3,0.0,0,1,45.0,0,0,0,0,0,0,0,0,1,0,0
235000.0,2000,2.0,2021.0,6.0,170.0,1,87.0,0,0,67.0,0,0,0,0,0,0,0,0,1,0,0
575000.0,2018,2.0,1909.0,5.0,202.0,4,65.0,0,1,0.0,1,0,0,0,0,0,0,0,1,0,0
289500.0,2030,2.0,2020.0,6.0,223.0,2,110.0,1,0,38.0,0,0,0,0,0,0,0,0,1,0,0
610000.0,2060,3.0,1906.0,5.0,118.0,7,154.0,0,1,62.0,1,0,0,0,0,0,0,0,1,0,0
449000.0,2600,4.0,1929.0,6.0,143.0,2,122.0,0,1,30.0,1,0,0,0,0,0,0,0,1,0,0
257000.0,8570,2.0,1930.0,5.0,307.0,3,399.0,0,0,0.0,0,0,0,2,0,0,0,0,1,0,0
329000.0,8850,4.0,1961.0,7.0,236.0,3,155.0,0,1,0.0,1,1,0,0,0,0,0,0,1,0,0
550000.0,6700,3.0,1961.0,3.0,336.0,3,2900.0,0,1,2000.0,1,0,0,3,10,0,0,1,0,0,0
295000.0,6700,1.0,1959.0,1.0,596.0,4,730.0,0,0,0.0,0,0,0,1,1,0,0,1,0,0,0
665000.0,6700,2.0,1890.0,5.0,194.0,7,566.0,0,1,0.0,0,0,0,2,0,0,0,1,0,0,0
520000.0,6700,4.0,1776.0,7.0,298.0,5,1010.0,0,0,0.0,1,1,0,1,2,0,0,1,0,0,0
585000.0,6700,2.0,1960.0,5.0,392.0,5,695.0,1,1,0.0,1,1,1,2,2,0,0,1,0,0,0
245000.0,6700,1.0,1940.0,1.0,530.0,3,0.0,1,1,0.0,0,0,0,0,0,0,0,1,0,0,0
595000.0,6700,2.0,2011.0,7.0,120.0,3,275.0,0,0,175.0,1,0,0,1,0,0,0,0,1,0,0
530000.0,6700,2.0,1850.0,5.0,129.0,5,0.0,1,0,0.0,1,1,0,0,1,0,0,0,1,0,0
1050000.0,6700,4.0,1991.0,7.0,164.0,4,3342.0,0,0,0.0,1,0,0,2,2,0,0,1,0,0,0
650000.0,6700,2.0,1920.0,6.0,226.0,5,2167.0,1,0,2045.0,1,0,1,1,2,0,0,0,1,0,0
490000.0,6700,2.0,1966.0,5.0,461.0,3,865.0,1,1,758.0,1,1,0,1,3,0,0,1,0,0,0
419000.0,9404,2.0,1990.0,7.0,242.0,4,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0
379000.0,1730,2.0,1951.0,5.0,487.0,3,317.0,0,0,100.0,1,0,0,1,2,0,0,0,1,0,0
199000.0,1730,2.0,1930.0,6.0,244.0,2,76.0,0,0,0.0,1,0,0,0,1,0,0,0,1,0,0
460000.0,1730,4.0,2008.0,7.0,100.0,3,366.0,1,0,100.0,1,0,0,1,2,0,0,0,1,0,0
370000.0,1730,2.0,1964.0,3.0,455.0,3,378.0,1,1,120.0,0,0,0,1,0,0,0,0,1,0,0
298000.0,8310,3.0,1950.0,3.0,525.0,3,360.0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0
299000.0,8310,4.0,2019.0,7.0,257.0,2,79.0,1,0,0.0,1,1,0,0,0,0,1,0,0,0,0
199000.0,9960,3.0,1930.0,3.0,1091.0,2,274.0,0,0,0.0,1,1,0,0,0,0,0,1,0,0,0
349000.0,9800,2.0,1955.0,5.0,603.0,3,723.0,1,0,0.0,0,0,0,1,0,0,0,0,1,0,0
325000.0,7822,2.0,2012.0,7.0,124.0,3,318.0,1,0,150.0,1,0,0,1,2,0,0,0,1,0,0
365000.0,6791,2.0,1950.0,6.0,207.0,6,748.0,0,1,650.0,1,0,0,1,2,0,0,0,1,0,0
380000.0,6717,2.0,1984.0,5.0,327.0,4,829.0,1,1,490.0,1,0,1,1,1,0,0,1,0,0,0
540000.0,6717,2.0,1975.0,3.0,212.0,4,1602.0,0,1,0.0,0,0,0,1,0,0,0,1,0,0,0
775000.0,1160,2.0,1930.0,1.0,160.0,5,175.0,0,0,100.0,1,0,0,1,0,0,0,0,1,0,0
469000.0,1160,4.0,1965.0,3.0,475.0,3,0.0,0,1,46.0,1,1,0,0,0,0,0,0,1,0,0
849000.0,1160,4.0,1965.0,7.0,214.0,4,206.0,0,1,100.0,1,0,0,1,1,0,0,0,1,0,0
520000.0,1160,1.0,1932.0,1.0,525.0,4,142.0,1,1,41.0,1,1,0,0,0,0,0,0,1,0,0
765000.0,1160,4.0,1939.0,3.0,239.0,5,0.0,1,1,0.0,0,0,0,1,0,0,0,0,1,0,0
399000.0,1160,1.0,1899.0,1.0,380.0,3,180.0,1,1,132.0,0,0,0,0,0,0,0,0,1,0,0
315000.0,5060,3.0,1966.0,3.0,398.0,4,700.0,1,1,0.0,1,1,0,1,4,0,0,1,0,0,0
335000.0,4340,2.0,1958.0,6.0,351.0,2,1159.0,0,1,795.0,1,1,0,2,0,0,0,1,0,0,0
350000.0,6870,4.0,1976.0,6.0,255.0,3,2570.0,0,1,0.0,1,0,0,1,0,0,0,1,0,0,0
259000.0,6900,3.0,1989.0,3.0,549.0,2,693.0,0,1,0.0,0,1,0,1,0,0,0,1,0,0,0
209000.0,4920,3.0,1932.0,1.0,405.0,5,209.0,1,1,0.0,1,0,0,0,0,0,0,1,0,0,0
185000.0,4920,3.0,2008.0,5.0,739.0,3,435.0,0,1,354.0,1,0,0,0,2,0,1,0,0,0,0
425000.0,9310,2.0,1998.0,5.0,173.0,3,312.0,0,0,40.0,1,0,0,2,3,0,0,0,1,0,0
184000.0,9200,2.0,1953.0,6.0,917.0,2,82.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0
249900.0,9200,3.0,1962.0,1.0,959.0,3,479.0,0,1,0.0,1,1,0,1,3,0,0,1,0,0,0
80000.0,4520,1.0,1918.0,1.0,553.0,4,146.0,0,1,90.0,1,0,0,1,0,0,0,1,0,0,0
209000.0,4690,3.0,1899.0,5.0,277.0,2,216.0,1,1,84.0,0,1,0,1,0,0,0,1,0,0,0
249000.0,4690,2.0,2013.0,5.0,452.0,3,378.0,1,0,100.0,1,1,0,1,1,0,0,1,0,0,0
167000.0,4690,2.0,1936.0,5.0,444.0,2,540.0,1,1,430.0,1,0,0,0,1,0,0,1,0,0,0
239000.0,4690,2.0,1952.0,3.0,495.0,3,2315.0,0,1,80.0,0,0,0,1,1,0,0,1,0,0,0
980000.0,6600,4.0,1898.0,7.0,135.0,12,4000.0,0,1,0.0,1,0,0,0,10,0,0,1,0,0,0
260000.0,6600,2.0,1968.0,5.0,501.0,5,0.0,1,1,0.0,1,1,1,2,0,0,0,1,0,0,0
215000.0,4052,1.0,1930.0,1.0,499.0,6,473.0,0,1,0.0,0,0,0,0,0,0,0,1,0,0,0
395000.0,6980,4.0,2004.0,7.0,189.0,4,1362.0,1,0,1136.0,0,1,0,1,3,0,0,1,0,0,0
330000.0,1320,3.0,1977.0,5.0,489.0,3,3390.0,0,1,0.0,1,1,1,1,5,0,0,1,0,0,0
675000.0,2340,2.0,1989.0,7.0,285.0,2,2732.0,0,0,0.0,1,0,0,1,0,0,0,0,1,0,0
399000.0,2340,2.0,1999.0,5.0,162.0,3,437.0,0,0,150.0,1,0,0,0,1,0,0,0,1,0,0
340000.0,1650,3.0,1933.0,3.0,541.0,3,585.0,1,1,0.0,0,0,0,1,0,0,0,0,1,0,0
980000.0,1650,2.0,1961.0,5.0,290.0,4,4110.0,0,1,0.0,1,0,0,3,3,0,0,0,1,0,0
549000.0,1650,2.0,1976.0,6.0,292.0,3,1025.0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0
800000.0,1650,2.0,1885.0,3.0,450.0,5,11159.0,0,1,920.0,1,1,0,3,3,0,0,0,1,0,0
620000.0,1650,2.0,1985.0,3.0,450.0,5,717.0,0,1,475.0,1,0,0,3,3,0,0,0,1,0,0
899000.0,1650,4.0,2006.0,5.0,220.0,4,1409.0,0,1,0.0,0,1,0,2,0,0,0,0,1,0,0
320000.0,1650,2.0,1918.0,6.0,227.0,2,95.0,0,1,0.0,1,0,0,0,0,0,0,0,1,0,0
478000.0,1650,2.0,1959.0,3.0,399.0,3,713.0,0,1,305.0,1,0,0,2,4,0,0,0,1,0,0
448000.0,1650,2.0,2012.0,5.0,127.0,4,209.0,0,0,80.0,0,0,0,0,2,0,0,0,1,0,0
219000.0,1651,1.0,1963.0,1.0,265.0,2,212.0,1,0,121.0,1,1,0,0,0,0,0,0,1,0,0
349000.0,3130,4.0,1965.0,5.0,512.0,3,912.0,1,1,0.0,1,0,0,1,1,0,0,1,0,0,0
278000.0,3460,2.0,2009.0,5.0,158.0,3,145.0,0,0,40.0,1,0,0,0,1,0,0,0,1,0,0
215000.0,5001,3.0,1938.0,1.0,317.0,5,390.0,0,1,390.0,1,1,0,0,0,0,0,1,0,0,0
259000.0,8510,2.0,1910.0,3.0,335.0,4,251.0,0,1,0.0,1,0,0,1,0,0,0,0,1,0,0
299000.0,4960,3.0,1957.0,3.0,713.0,8,2319.0,1,1,1873.0,1,0,0,1,6,0,0,1,0,0,0
530000.0,4500,2.0,1999.0,7.0,117.0,2,10677.0,0,1,10000.0,1,1,0,2,10,0,0,1,0,0,0
179000.0,4500,2.0,1938.0,5.0,652.0,2,1154.0,0,1,1044.0,0,0,0,0,0,0,0,1,0,0,0
510000.0,1082,2.0,1976.0,7.0,209.0,3,0.0,1,0,15.0,1,1,0,0,0,0,0,0,1,0,0
419000.0,1082,2.0,1930.0,5.0,730.0,3,200.0,0,1,95.0,1,0,0,0,0,0,0,0,1,0,0
399000.0,1082,4.0,1935.0,5.0,343.0,4,124.0,0,1,55.0,1,0,0,0,0,0,0,0,1,0,0
