classified.price,classified.zip,classified.kitchen.type,classified.building.constructionYear,classified.building.condition,classified.certificates.primaryEnergyConsumptionLevel,classified.bedroom.count,classified.land.surface,classified.atticExists,classified.basementExists,classified.outdoor.garden.surface,classified.outdoor.terrace.exists,classified.specificities.SME.office.exists,classified.wellnessEquipment.hasSwimmingPool,classified.parking.parkingSpaceCount.indoor,classified.parking.parkingSpaceCount.outdoor,carbon,electric,fueloil,gas,pellet,wood
165000.0,3018,2.0,1972.0,1.0,437.0,3,292.0,0,0,0.0,0,0,0,1,0,0,0,1,0,0,0
5500000.0,5520,4.0,1910.0,7.0,283.0,14,206200.0,0,1,203900.0,1,0,0,1,34,0,0,1,0,0,0
5500000.0,5520,2.0,1911.0,5.0,283.0,14,206263.0,1,1,0.0,1,1,0,1,20,0,0,1,0,0,0
9500000.0,3090,2.0,1909.0,7.0,402.0,12,500000.0,0,1,0.0,1,0,1,6,6,0,0,1,0,0,0
1275000.0,4850,2.0,1910.0,1.0,561.0,11,15000.0,1,1,0.0,1,1,1,3,10,0,0,1,0,0,0
130000.0,5377,3.0,2008.0,5.0,395.0,2,599.0,0,0,599.0,0,0,0,1,0,0,0,0,0,1,0
189000.0,4560,1.0,2005.0,5.0,1396.0,2,4800.0,0,1,1000.0,1,0,0,1,0,0,0,0,0,0,1
110000.0,6680,3.0,1979.0,3.0,1029.0,2,892.0,0,1,0.0,0,0,0,1,0,0,0,0,0,0,1
70000.0,4920,2.0,1995.0,5.0,540.0,2,234.0,0,0,0.0,0,0,0,0,1,0,1,0,0,0,0
495000.0,1450,3.0,1900.0,5.0,315.0,6,2847.0,0,1,0.0,1,1,0,1,5,0,0,0,1,0,0
280000.0,4317,4.0,1850.0,7.0,330.0,3,557.0,0,1,265.0,1,0,0,0,2,0,0,0,1,0,0
535000.0,7911,2.0,1910.0,5.0,194.0,3,750.0,0,1,0.0,1,0,0,1,0,0,0,1,0,0,0
495000.0,1755,2.0,1920.0,5.0,413.0,4,1070.0,1,1,600.0,1,1,0,0,3,0,0,1,0,0,0
60000.0,6534,2.0,1900.0,7.0,333.0,4,850.0,1,0,0.0,1,0,0,3,0,0,0,1,0,0,0
550000.0,1850,3.0,1930.0,5.0,280.0,4,2149.0,0,1,0.0,1,0,0,2,2,0,0,1,0,0,0
1049000.0,9550,4.0,1937.0,7.0,285.0,4,1589.0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0
1100000.0,9667,4.0,1775.0,5.0,540.0,4,15000.0,1,1,0.0,0,1,0,4,4,0,0,1,0,0,0
1750000.0,9750,4.0,1850.0,7.0,721.0,5,11307.0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0
1845000.0,2500,2.0,1975.0,6.0,303.0,4,18510.0,0,1,0.0,0,0,0,0,6,0,0,1,0,0,0
495000.0,2560,2.0,1998.0,5.0,220.0,4,727.0,0,0,570.0,1,0,0,0,0,0,0,0,1,0,0
439000.0,1601,2.0,1900.0,3.0,672.0,3,4312.0,1,0,0.0,0,1,0,0,0,0,0,0,1,0,0
549000.0,1600,3.0,1920.0,3.0,1432.0,3,961.0,1,1,0.0,1,0,0,1,0,0,0,1,0,0,0
750000.0,3800,2.0,1875.0,1.0,985.0,3,5958.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0
410000.0,9940,2.0,1981.0,5.0,843.0,4,1583.0,0,0,0.0,0,0,0,3,5,0,0,0,0,0,1
295000.0,7060,2.0,1960.0,7.0,468.0,3,2335.0,1,1,2150.0,1,1,0,0,0,0,0,0,0,1,0
262000.0,7340,2.0,1988.0,5.0,669.0,3,962.0,0,0,0.0,0,0,0,1,2,0,1,0,0,0,0
635000.0,6780,4.0,1910.0,7.0,290.0,6,660.0,0,0,800.0,1,1,0,4,3,0,0,1,0,0,0
649000.0,9300,4.0,1982.0,5.0,392.0,4,370.0,0,0,0.0,1,0,0,2,4,0,1,0,0,0,0
749000.0,9300,4.0,1932.0,7.0,117.0,3,160.0,1,1,0.0,1,0,0,0,0,0,0,0,1,0,0
649000.0,9310,4.0,1982.0,5.0,392.0,4,370.0,0,0,0.0,1,0,0,2,4,0,1,0,0,0,0
850000.0,1790,4.0,1996.0,7.0,197.0,3,2550.0,1,0,2300.0,1,1,0,3,5,0,0,0,1,0,0
980000.0,1070,4.0,1922.0,3.0,690.0,7,1396.0,1,1,0.0,1,0,0,1,2,0,0,1,0,0,0
2300000.0,2000,4.0,1866.0,7.0,194.0,3,200.0,1,0,0.0,0,1,0,3,0,0,0,0,1,0,0
1300000.0,2000,2.0,1870.0,7.0,188.0,6,275.0,0,1,80.0,1,1,0,0,0,0,0,0,1,0,0
550000.0,2000,2.0,1870.0,7.0,188.0,6,275.0,0,1,80.0,1,1,0,0,0,0,0,0,1,0,0
339000.0,2060,2.0,2020.0,7.0,125.0,3,0.0,0,0,24.0,0,0,0,1,1,0,0,0,1,0,0
495000.0,2170,4.0,1930.0,7.0,158.0,3,207.0,1,1,0.0,1,1,0,0,0,0,0,0,1,0,0
449000.0,4690,4.0,2000.0,7.0,330.0,5,954.0,0,0,228.0,1,1,1,2,1,0,0,1,0,0,0
995000.0,3130,4.0,1806.0,5.0,181.0,4,14780.0,1,0,14000.0,1,1,0,2,0,0,0,1,0,0,0
695000.0,7972,4.0,1938.0,5.0,240.0,8,5026.0,1,1,500.0,1,1,0,2,8,0,0,1,0,0,0
600000.0,3360,2.0,1980.0,7.0,308.0,4,2227.0,0,0,1500.0,1,0,0,2,4,0,0,1,0,0,0
275000.0,3950,2.0,1962.0,5.0,492.0,4,530.0,0,0,0.0,0,0,0,1,0,0,0,1,0,0,0
1125000.0,1420,4.0,1991.0,7.0,215.0,6,1500.0,1,1,0.0,1,1,1,1,6,0,0,1,0,0,0
1095000.0,1420,4.0,1992.0,7.0,237.0,5,3240.0,0,1,0.0,1,1,0,5,10,0,0,1,0,0,0
2699000.0,8310,4.0,1820.0,5.0,327.0,4,4997.0,0,0,4000.0,1,1,0,4,6,0,0,0,1,0,0
850000.0,1000,4.0,1876.0,7.0,201.0,5,76.0,1,1,0.0,1,1,0,0,0,0,0,0,1,0,0
1820000.0,1000,3.0,1908.0,5.0,325.0,4,350.0,1,1,220.0,1,1,0,0,0,0,0,0,1,0,0
849000.0,1700,1.0,1907.0,1.0,613.0,5,5423.0,0,1,5203.0,0,1,0,1,10,0,0,0,1,0,0
399000.0,2570,2.0,1949.0,7.0,619.0,4,1146.0,0,0,0.0,1,0,0,2,4,0,1,0,0,0,0
495000.0,7890,4.0,2006.0,7.0,173.0,4,1580.0,1,1,0.0,1,1,0,0,0,0,0,1,0,0,0
820000.0,9420,4.0,2003.0,7.0,218.0,3,10000.0,1,0,0.0,1,0,0,1,0,0,0,0,1,0,0
299999.0,1350,2.0,1900.0,5.0,387.0,4,299.0,0,1,0.0,1,0,0,2,0,0,0,1,0,0,0
4950000.0,1190,4.0,1968.0,7.0,484.0,6,4895.0,0,1,0.0,1,0,1,3,10,0,0,1,0,0,0
1195000.0,1190,1.0,1906.0,1.0,559.0,5,235.0,0,0,90.0,1,1,0,0,0,0,0,0,1,0,0
1950000.0,1470,4.0,1800.0,7.0,671.0,6,3788.0,0,1,3788.0,1,1,0,0,30,0,0,0,1,0,0
1350000.0,9000,4.0,1842.0,5.0,301.0,12,311.0,1,0,0.0,1,1,0,1,0,0,0,0,1,0,0
495000.0,3380,4.0,1891.0,5.0,284.0,6,4432.0,1,1,4432.0,0,1,0,2,3,0,0,0,1,0,0
975000.0,2280,2.0,1854.0,5.0,541.0,5,2283.0,0,1,0.0,0,0,0,6,0,0,0,1,0,0,0
720000.0,6724,3.0,1835.0,3.0,370.0,4,3116.0,1,1,2900.0,1,1,0,0,4,0,0,1,0,0,0
480000.0,3300,3.0,1930.0,1.0,792.0,4,19522.0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0
490000.0,5372,4.0,1982.0,7.0,415.0,4,4890.0,0,1,4890.0,1,1,0,0,0,0,0,0,0,1,0
239000.0,3870,3.0,1962.0,5.0,358.0,3,0.0,0,1,0.0,0,1,0,0,0,0,0,1,0,0,0
480000.0,2220,2.0,1973.0,5.0,770.0,2,7800.0,0,0,0.0,1,0,0,2,2,0,0,0,1,0,0
