classified.price,classified.building.constructionYear,classified.building.condition,classified.certificates.primaryEnergyConsumptionLevel,classified.bedroom.count,classified.land.surface,classified.outdoor.garden.surface
329000.0,1912.0,6.0,204.0,3,498.0,0.0
489000.0,1930.0,5.0,184.0,3,1389.0,0.0
360000.0,2011.0,7.0,111.0,4,411.0,70.0
359000.0,1995.0,5.0,173.0,3,232.0,0.0
229000.0,1948.0,1.0,485.0,3,240.0,0.0
850000.0,2008.0,7.0,99.0,6,1678.0,0.0
275000.0,1949.0,3.0,631.0,2,486.0,350.0
425000.0,1960.0,1.0,622.0,5,1520.0,0.0
350000.0,1953.0,5.0,280.0,3,555.0,0.0
599000.0,1967.0,5.0,193.0,6,555.0,380.0
2850000.0,1970.0,7.0,266.0,5,3160.0,1260.0
435000.0,1950.0,7.0,200.0,3,309.0,200.0
450000.0,1956.0,7.0,160.0,4,234.0,30.0
399000.0,1963.0,7.0,331.0,3,314.0,0.0
375000.0,1955.0,7.0,247.0,3,251.0,200.0
210000.0,1920.0,1.0,369.0,3,370.0,0.0
225000.0,1930.0,5.0,252.0,4,249.0,0.0
330000.0,1972.0,5.0,208.0,3,249.0,0.0
269500.0,1930.0,6.0,355.0,3,225.0,80.0
470000.0,1972.0,3.0,307.0,3,715.0,692.0
315000.0,1960.0,3.0,412.0,3,500.0,225.0
765000.0,2004.0,7.0,192.0,3,7252.0,0.0
150000.0,1960.0,5.0,464.0,2,50.0,0.0
420000.0,2016.0,7.0,92.0,5,404.0,256.0
270000.0,1937.0,5.0,285.0,2,440.0,440.0
389000.0,1951.0,5.0,575.0,5,817.0,340.0
345000.0,1936.0,7.0,137.0,3,490.0,0.0
3850000.0,2010.0,7.0,101.0,5,10000.0,0.0
537000.0,1973.0,6.0,266.0,3,484.0,406.0
459000.0,2014.0,7.0,88.0,2,250.0,160.0
355000.0,2019.0,7.0,98.0,3,161.0,50.0
320000.0,1956.0,3.0,288.0,2,295.0,65.0
540000.0,1978.0,5.0,305.0,3,661.0,0.0
438000.0,1962.0,1.0,485.0,4,773.0,0.0
650000.0,1850.0,5.0,191.0,3,332.0,139.0
269000.0,1960.0,3.0,313.0,3,240.0,0.0
395000.0,2021.0,6.0,236.0,3,184.0,105.0
750000.0,2001.0,7.0,208.0,4,5287.0,0.0
1295000.0,1900.0,5.0,307.0,4,317.0,200.0
945000.0,1903.0,7.0,289.0,4,146.0,60.0
1100000.0,1930.0,7.0,144.0,6,132.0,50.0
595000.0,1900.0,1.0,558.0,5,98.0,25.0
380000.0,1900.0,3.0,398.0,5,58.0,0.0
4950000.0,1968.0,7.0,260.0,5,0.0,0.0
365700.0,2022.0,7.0,30.0,3,500.0,0.0
349300.0,2022.0,7.0,30.0,3,450.0,0.0
548000.0,2022.0,7.0,30.0,3,1130.0,0.0
297000.0,1920.0,5.0,384.0,7,598.0,0.0
299000.0,1968.0,1.0,435.0,4,1952.0,0.0
310000.0,1995.0,3.0,319.0,5,1000.0,0.0
165000.0,1933.0,3.0,435.0,3,450.0,370.0
250000.0,1979.0,1.0,761.0,2,986.0,700.0
225000.0,1890.0,5.0,308.0,3,230.0,0.0
234900.0,1918.0,5.0,458.0,5,300.0,240.0
59900.0,1880.0,3.0,465.0,2,67.0,0.0
159000.0,1900.0,3.0,446.0,2,0.0,70.0
145000.0,1960.0,3.0,364.0,4,350.0,200.0
119900.0,1957.0,3.0,552.0,2,120.0,0.0
229900.0,1899.0,5.0,397.0,3,482.0,237.0
249999.0,1945.0,6.0,379.0,4,500.0,0.0
99900.0,1850.0,1.0,395.0,4,210.0,124.0
89000.0,1874.0,1.0,397.0,3,110.0,0.0
149000.0,1918.0,3.0,447.0,4,727.0,0.0
99900.0,1874.0,6.0,489.0,2,40.0,0.0
249999.0,1945.0,6.0,379.0,4,500.0,0.0
210000.0,1947.0,5.0,638.0,3,0.0,0.0
235000.0,1970.0,7.0,492.0,3,347.0,250.0
149900.0,1899.0,1.0,565.0,4,460.0,0.0
169000.0,1920.0,3.0,368.0,4,0.0,0.0
269900.0,1918.0,5.0,353.0,4,1155.0,1000.0
179000.0,1900.0,5.0,381.0,3,0.0,150.0
339000.0,1918.0,1.0,277.0,4,1280.0,0.0
189000.0,1963.0,1.0,729.0,2,668.0,0.0
199900.0,1950.0,5.0,435.0,2,600.0,300.0
149900.0,1956.0,3.0,510.0,3,105.0,120.0
710000.0,1966.0,5.0,327.0,5,1900.0,1700.0
149000.0,1930.0,3.0,622.0,2,64.0,0.0
89000.0,1939.0,1.0,420.0,2,134.0,0.0
99000.0,1938.0,1.0,398.0,2,135.0,0.0
367000.0,1960.0,5.0,493.0,6,890.0,0.0
185000.0,1966.0,3.0,244.0,4,1500.0,1300.0
350000.0,2008.0,7.0,216.0,3,871.0,0.0
245000.0,1971.0,5.0,396.0,3,680.0,680.0
340000.0,2011.0,7.0,135.0,4,638.0,400.0
315000.0,2017.0,7.0,165.0,3,655.0,250.0
150000.0,1945.0,5.0,417.0,3,420.0,0.0
285000.0,1940.0,5.0,421.0,8,2110.0,0.0
249000.0,1993.0,5.0,262.0,4,1278.0,0.0
325000.0,1900.0,1.0,725.0,4,451.0,0.0
315000.0,1987.0,1.0,326.0,2,1332.0,1332.0
285000.0,1893.0,5.0,572.0,4,367.0,250.0
179000.0,1960.0,5.0,268.0,2,551.0,450.0
249000.0,1918.0,5.0,246.0,2,915.0,800.0
475000.0,1870.0,5.0,482.0,3,1720.0,0.0
425000.0,1906.0,6.0,394.0,3,500.0,0.0
650000.0,1974.0,5.0,382.0,4,2474.0,0.0
325000.0,1918.0,5.0,351.0,4,1500.0,0.0
349000.0,2014.0,5.0,141.0,3,140.0,80.0
249000.0,1902.0,5.0,340.0,3,723.0,593.0
225000.0,1900.0,3.0,630.0,3,700.0,0.0
149995.0,1945.0,5.0,421.0,2,89.0,0.0
159999.0,1950.0,5.0,340.0,2,350.0,0.0
275000.0,1966.0,1.0,626.0,2,0.0,0.0
395000.0,1957.0,6.0,244.0,3,151.0,0.0
425000.0,2007.0,7.0,153.0,3,358.0,0.0
325000.0,2021.0,7.0,60.0,4,350.0,0.0
490000.0,2008.0,7.0,108.0,4,369.0,220.0
635000.0,1984.0,5.0,344.0,3,5651.0,0.0
408000.0,2011.0,5.0,120.0,3,238.0,0.0
768000.0,1972.0,5.0,283.0,4,665.0,450.0
419000.0,1979.0,5.0,361.0,4,493.0,0.0
175000.0,1930.0,5.0,713.0,2,152.0,22.0
300000.0,2005.0,5.0,172.0,3,248.0,0.0
219000.0,2016.0,7.0,96.0,1,68.0,0.0
750000.0,1988.0,3.0,299.0,3,2487.0,0.0
250000.0,1957.0,1.0,904.0,2,998.0,998.0
275000.0,1955.0,1.0,356.0,4,771.0,771.0
364800.0,2022.0,7.0,20.0,3,276.0,0.0
364300.0,2022.0,7.0,20.0,3,274.0,0.0
284000.0,1959.0,1.0,1014.0,3,0.0,0.0
429000.0,1951.0,5.0,336.0,4,508.0,190.0
365000.0,1987.0,5.0,413.0,3,655.0,655.0
375000.0,2009.0,5.0,134.0,3,203.0,203.0
299000.0,1936.0,1.0,484.0,3,568.0,0.0
249000.0,1964.0,1.0,601.0,5,501.0,0.0
315000.0,1918.0,7.0,105.0,3,103.0,50.0
799000.0,1930.0,5.0,296.0,4,181.0,0.0
325000.0,1973.0,5.0,347.0,3,383.0,300.0
219000.0,1948.0,5.0,418.0,2,147.0,0.0
245000.0,1955.0,3.0,428.0,4,0.0,0.0
570000.0,1998.0,5.0,180.0,5,1237.0,0.0
289000.0,1962.0,7.0,439.0,2,107.0,25.0
269900.0,1950.0,5.0,262.0,2,94.0,0.0
285000.0,1874.0,1.0,567.0,2,104.0,0.0
389000.0,1938.0,7.0,441.0,4,297.0,130.0
359000.0,1948.0,5.0,251.0,4,955.0,700.0
592450.0,2002.0,7.0,188.0,5,500.0,400.0
498850.0,2005.0,7.0,175.0,6,500.0,400.0
316000.0,1972.0,1.0,456.0,3,610.0,0.0
349000.0,1936.0,5.0,670.0,3,280.0,200.0
475000.0,1957.0,5.0,288.0,5,572.0,0.0
175000.0,1952.0,3.0,474.0,3,279.0,0.0
222000.0,1930.0,6.0,378.0,2,129.0,0.0
167500.0,1976.0,5.0,493.0,3,600.0,480.0
130000.0,1850.0,3.0,798.0,3,446.0,210.0
352000.0,1998.0,7.0,307.0,3,1266.0,0.0
350000.0,1995.0,5.0,235.0,3,2090.0,1890.0
489000.0,1979.0,5.0,194.0,3,1125.0,0.0
310000.0,2017.0,7.0,118.0,3,231.0,0.0
80000.0,1950.0,1.0,645.0,2,250.0,250.0
489000.0,1999.0,7.0,143.0,4,180.0,130.0
375000.0,1920.0,3.0,370.0,4,160.0,50.0
365000.0,1930.0,6.0,201.0,3,105.0,40.0
495000.0,1996.0,7.0,249.0,3,605.0,0.0
1775000.0,1936.0,5.0,179.0,8,305.0,40.0
845000.0,2011.0,7.0,101.0,3,246.0,0.0
350000.0,1950.0,5.0,401.0,3,2454.0,0.0
549000.0,1976.0,6.0,292.0,3,1025.0,0.0
340000.0,1933.0,3.0,541.0,3,585.0,0.0
899000.0,2006.0,5.0,220.0,4,1409.0,0.0
980000.0,1961.0,5.0,290.0,4,4110.0,0.0
325000.0,1962.0,3.0,559.0,3,523.0,0.0
995000.0,1979.0,5.0,201.0,5,8467.0,0.0
319000.0,2001.0,5.0,212.0,4,446.0,0.0
165000.0,1934.0,1.0,742.0,2,368.0,0.0
360000.0,2000.0,5.0,344.0,3,1097.0,875.0
450000.0,2020.0,7.0,102.0,6,1100.0,1100.0
350000.0,1820.0,1.0,599.0,4,992.0,0.0
210000.0,1960.0,1.0,584.0,3,999.0,0.0
550000.0,1957.0,7.0,475.0,3,505.0,0.0
315000.0,1965.0,5.0,734.0,2,318.0,250.0
150000.0,1961.0,1.0,587.0,3,480.0,0.0
249000.0,1991.0,5.0,460.0,3,760.0,680.0
385000.0,1985.0,7.0,291.0,3,1188.0,600.0
239000.0,1874.0,5.0,485.0,3,304.0,0.0
229000.0,1982.0,5.0,193.0,3,2183.0,1600.0
279000.0,1935.0,7.0,392.0,3,266.0,120.0
295000.0,1974.0,5.0,289.0,4,300.0,100.0
599000.0,1950.0,3.0,781.0,3,944.0,0.0
237000.0,1948.0,1.0,718.0,3,360.0,0.0
412000.0,2013.0,7.0,56.0,3,279.0,191.0
420000.0,2002.0,5.0,245.0,3,668.0,300.0
325000.0,2016.0,7.0,93.0,3,314.0,250.0
429000.0,2002.0,5.0,183.0,4,2000.0,0.0
320000.0,1986.0,5.0,605.0,3,900.0,0.0
265000.0,1953.0,5.0,175.0,2,1059.0,800.0
205000.0,2009.0,7.0,77.0,3,60.0,140.0
1295000.0,1900.0,5.0,307.0,4,317.0,200.0
1175000.0,1904.0,7.0,341.0,6,239.0,130.0
595000.0,1835.0,1.0,327.0,3,147.0,80.0
730000.0,1905.0,5.0,271.0,5,128.0,40.0
725000.0,1911.0,5.0,327.0,7,74.0,0.0
950000.0,1920.0,5.0,404.0,6,16.0,50.0
695000.0,1950.0,6.0,387.0,6,0.0,0.0
1550000.0,1925.0,5.0,387.0,4,0.0,245.0
575000.0,1975.0,6.0,269.0,4,915.0,600.0
595000.0,1950.0,7.0,148.0,3,184.0,90.0
850000.0,1925.0,5.0,241.0,5,500.0,0.0
475000.0,1910.0,7.0,178.0,3,224.0,172.0
369000.0,1932.0,1.0,510.0,3,200.0,88.0
565000.0,1978.0,5.0,224.0,3,192.0,77.0
1278000.0,1964.0,6.0,277.0,6,4655.0,0.0
320000.0,1977.0,5.0,265.0,4,508.0,0.0
230000.0,1916.0,1.0,581.0,3,738.0,658.0
199000.0,1930.0,3.0,562.0,3,1060.0,850.0
495000.0,1997.0,5.0,526.0,7,1027.0,872.0
369000.0,2006.0,5.0,208.0,4,1450.0,800.0
295000.0,2009.0,5.0,239.0,3,278.0,0.0
175000.0,1958.0,5.0,376.0,3,350.0,115.0
219000.0,2018.0,7.0,136.0,3,190.0,0.0
420000.0,2000.0,7.0,236.0,4,1200.0,600.0
280000.0,1989.0,5.0,303.0,4,327.0,150.0
1325000.0,1922.0,5.0,534.0,6,800.0,0.0
4950000.0,1968.0,7.0,260.0,7,4895.0,19.0
525000.0,1930.0,3.0,841.0,4,200.0,120.0
645000.0,1870.0,5.0,634.0,4,188.0,0.0
439000.0,1957.0,5.0,218.0,4,500.0,0.0
315000.0,1993.0,5.0,469.0,2,988.0,711.0
95000.0,1918.0,2.0,602.0,2,350.0,0.0
349000.0,1960.0,3.0,246.0,4,1700.0,0.0
299000.0,1921.0,6.0,255.0,3,520.0,0.0
420000.0,1930.0,6.0,254.0,3,359.0,0.0
330000.0,1964.0,5.0,649.0,4,811.0,0.0
1295000.0,1952.0,7.0,380.0,4,4002.0,3804.0
950000.0,1952.0,5.0,514.0,2,527.0,0.0
299000.0,1930.0,5.0,572.0,3,83.0,25.0
249000.0,1961.0,7.0,195.0,1,40.0,0.0
230000.0,1918.0,5.0,458.0,2,75.0,0.0
335000.0,1945.0,7.0,184.0,3,42.0,0.0
285000.0,1900.0,3.0,227.0,3,58.0,22.0
292000.0,1937.0,6.0,323.0,3,0.0,0.0
337000.0,1936.0,5.0,438.0,3,67.0,0.0
299000.0,1973.0,1.0,220.0,2,43.0,0.0
349000.0,1978.0,7.0,173.0,3,162.0,162.0
299000.0,1960.0,3.0,400.0,3,43.0,0.0
575000.0,1930.0,5.0,168.0,5,0.0,0.0
179000.0,1950.0,2.0,650.0,3,420.0,275.0
299000.0,2019.0,7.0,100.0,3,136.0,0.0
289000.0,2019.0,7.0,96.0,3,120.0,0.0
339000.0,2021.0,6.0,109.0,3,140.0,0.0
225000.0,1912.0,1.0,495.0,4,172.0,0.0
268000.0,1960.0,1.0,528.0,4,1913.0,1500.0
390000.0,1978.0,5.0,224.0,4,790.0,430.0
139000.0,1930.0,1.0,795.0,3,194.0,95.0
298000.0,1982.0,5.0,484.0,5,538.0,350.0
267000.0,1932.0,5.0,337.0,3,642.0,642.0
197000.0,1930.0,3.0,249.0,3,130.0,0.0
450000.0,1996.0,5.0,274.0,3,2600.0,0.0
265000.0,1850.0,5.0,197.0,3,517.0,0.0
297500.0,1965.0,5.0,455.0,3,630.0,0.0
299000.0,1930.0,5.0,442.0,3,1490.0,1120.0
259000.0,1968.0,3.0,699.0,3,595.0,0.0
265000.0,1960.0,3.0,360.0,2,600.0,0.0
265000.0,1960.0,3.0,360.0,2,600.0,0.0
270000.0,1918.0,1.0,524.0,3,240.0,150.0
295000.0,1960.0,1.0,1304.0,2,974.0,755.0
295000.0,1987.0,5.0,380.0,3,125.0,0.0
329000.0,1967.0,3.0,747.0,4,900.0,0.0
335000.0,1967.0,7.0,467.0,3,581.0,0.0
339000.0,1935.0,7.0,326.0,4,202.0,0.0
339000.0,1935.0,7.0,326.0,4,202.0,0.0
349000.0,1918.0,5.0,208.0,3,246.0,200.0
359000.0,1996.0,7.0,232.0,3,973.0,0.0
359500.0,2011.0,7.0,169.0,3,335.0,0.0
360000.0,1988.0,5.0,249.0,6,976.0,729.0
365000.0,1940.0,5.0,481.0,2,978.0,0.0
365000.0,2006.0,7.0,180.0,4,501.0,0.0
439000.0,1983.0,7.0,253.0,3,407.0,0.0
439000.0,1900.0,3.0,672.0,3,4312.0,0.0
448500.0,1975.0,7.0,379.0,3,908.0,570.0
475000.0,1994.0,7.0,232.0,4,785.0,0.0
490000.0,2001.0,7.0,270.0,4,1868.0,0.0
499000.0,1969.0,1.0,348.0,6,5092.0,5092.0
515000.0,1989.0,7.0,185.0,4,808.0,0.0
555000.0,2015.0,7.0,80.0,4,469.0,264.0
570000.0,1994.0,7.0,232.0,4,1165.0,0.0
585000.0,1987.0,7.0,225.0,4,1460.0,0.0
595000.0,2010.0,7.0,130.0,4,608.0,0.0
619000.0,1986.0,5.0,498.0,6,2890.0,0.0
649000.0,1979.0,7.0,278.0,3,1479.0,0.0
685000.0,1964.0,1.0,712.0,3,23017.0,0.0
690000.0,1966.0,5.0,602.0,5,480.0,0.0
1500000.0,1981.0,7.0,279.0,4,650.0,0.0
275000.0,2020.0,7.0,104.0,3,328.0,0.0
379700.0,2022.0,7.0,30.0,3,278.0,0.0
406000.0,2022.0,7.0,30.0,3,426.0,0.0
495100.0,2022.0,7.0,30.0,4,850.0,0.0
595400.0,2022.0,7.0,20.0,3,718.0,0.0
300000.0,1980.0,7.0,213.0,4,847.0,759.0
349000.0,2017.0,7.0,104.0,3,194.0,0.0
245000.0,1952.0,3.0,254.0,3,0.0,0.0
509000.0,1948.0,7.0,493.0,4,1410.0,0.0
145000.0,1850.0,5.0,457.0,1,0.0,0.0
150000.0,1965.0,5.0,646.0,3,1179.0,0.0
150000.0,1960.0,1.0,353.0,2,575.0,400.0
199000.0,1975.0,6.0,486.0,1,1049.0,1049.0
259000.0,1930.0,5.0,342.0,2,195.0,85.0
269000.0,1980.0,5.0,219.0,4,173.0,0.0
325000.0,1947.0,3.0,451.0,3,0.0,0.0
380000.0,2010.0,7.0,274.0,3,774.0,0.0
399000.0,1989.0,5.0,402.0,2,908.0,0.0
399000.0,1931.0,3.0,489.0,3,290.0,0.0
441000.0,2020.0,5.0,21.0,3,551.0,551.0
449000.0,1976.0,5.0,213.0,3,210.0,0.0
499000.0,1930.0,5.0,449.0,6,2900.0,0.0
529000.0,2017.0,7.0,80.0,5,266.0,0.0
600000.0,1956.0,1.0,1286.0,5,2836.0,0.0
625000.0,1990.0,5.0,220.0,5,1620.0,1620.0
659000.0,1951.0,5.0,116.0,5,424.0,0.0
699000.0,1918.0,5.0,399.0,4,75.0,0.0
750000.0,1975.0,7.0,261.0,5,1150.0,0.0
860000.0,1963.0,5.0,183.0,3,125.0,0.0
885000.0,2002.0,7.0,136.0,4,1331.0,0.0
2250000.0,1958.0,7.0,269.0,3,386.0,0.0
2500000.0,1890.0,7.0,206.0,5,308.0,159.0
429000.0,1969.0,7.0,416.0,4,510.0,0.0
449000.0,1991.0,5.0,370.0,4,904.0,0.0
1150000.0,1976.0,7.0,318.0,4,2270.0,0.0
250000.0,1979.0,7.0,442.0,3,314.0,0.0
699000.0,1996.0,5.0,198.0,8,1859.0,0.0
2600000.0,2005.0,7.0,208.0,8,1700.0,0.0
550000.0,1950.0,7.0,275.0,5,4260.0,4000.0
1450000.0,1910.0,3.0,411.0,9,1000.0,700.0
725000.0,1995.0,7.0,207.0,5,909.0,0.0
85000.0,1930.0,1.0,354.0,2,75.0,0.0
95000.0,1950.0,1.0,458.0,3,360.0,0.0
120000.0,1930.0,1.0,511.0,2,52.0,0.0
160000.0,1950.0,5.0,407.0,3,210.0,0.0
190000.0,1951.0,1.0,335.0,3,125.0,70.0
200000.0,1960.0,3.0,533.0,2,946.0,800.0
225000.0,1958.0,7.0,501.0,2,186.0,0.0
250000.0,1939.0,1.0,570.0,4,1880.0,0.0
259000.0,1850.0,3.0,551.0,1,110.0,0.0
269000.0,1912.0,5.0,359.0,5,1065.0,0.0
270000.0,1885.0,3.0,298.0,4,1610.0,957.0
270000.0,1885.0,3.0,298.0,4,1610.0,957.0
275000.0,1934.0,3.0,393.0,1,630.0,0.0
275000.0,1934.0,3.0,393.0,1,630.0,0.0
275000.0,1980.0,5.0,462.0,3,130.0,30.0
288000.0,1990.0,5.0,162.0,3,425.0,287.0
300000.0,1930.0,1.0,555.0,3,63.0,21.0
320000.0,1971.0,5.0,262.0,5,242.0,0.0
325000.0,1983.0,5.0,327.0,4,1158.0,990.0
339000.0,1999.0,5.0,206.0,4,631.0,0.0
345000.0,1990.0,5.0,316.0,4,646.0,550.0
365000.0,1973.0,5.0,347.0,3,560.0,0.0
375000.0,1973.0,7.0,269.0,4,1350.0,0.0
415000.0,1951.0,5.0,343.0,3,200.0,0.0
420000.0,1984.0,5.0,380.0,4,1500.0,0.0
439000.0,1962.0,5.0,261.0,3,292.0,0.0
460000.0,1970.0,7.0,291.0,4,1182.0,0.0
470000.0,1950.0,5.0,242.0,4,313.0,0.0
479000.0,1990.0,7.0,137.0,3,328.0,0.0
479000.0,1965.0,1.0,399.0,4,2200.0,0.0
520000.0,1980.0,7.0,219.0,4,1424.0,0.0
530000.0,1990.0,7.0,231.0,4,1060.0,0.0
545000.0,1991.0,3.0,244.0,4,1816.0,0.0
549000.0,2001.0,5.0,239.0,5,950.0,0.0
275000.0,1971.0,1.0,720.0,3,1048.0,0.0
649000.0,1899.0,3.0,280.0,5,86.0,0.0
690000.0,2000.0,5.0,506.0,3,28543.0,20880.0
790000.0,1993.0,7.0,262.0,4,1341.0,800.0
845000.0,1961.0,5.0,395.0,8,2615.0,2300.0
1350000.0,1989.0,3.0,154.0,6,43000.0,42000.0
1495000.0,2017.0,7.0,103.0,4,3538.0,0.0
1600000.0,1991.0,5.0,211.0,4,9041.0,0.0
2145000.0,2007.0,5.0,221.0,5,695.0,0.0
2249000.0,1955.0,7.0,171.0,4,5707.0,0.0
2950000.0,1980.0,6.0,115.0,5,1980.0,0.0
3900000.0,1965.0,7.0,169.0,6,3000.0,0.0
399000.0,1958.0,6.0,169.0,3,383.0,0.0
399000.0,1958.0,6.0,169.0,3,383.0,0.0
239000.0,1935.0,5.0,278.0,3,336.0,0.0
565000.0,1975.0,7.0,200.0,6,2955.0,0.0
295000.0,1934.0,7.0,291.0,3,198.0,0.0
374900.0,2022.0,7.0,30.0,3,312.0,0.0
468700.0,2022.0,7.0,30.0,3,538.0,0.0
595400.0,2022.0,7.0,20.0,3,867.0,0.0
674900.0,2022.0,7.0,20.0,3,3435.0,0.0
512000.0,1985.0,5.0,274.0,3,251.0,172.0
785000.0,1925.0,5.0,320.0,6,340.0,0.0
549000.0,2010.0,7.0,348.0,6,937.0,1.0
350000.0,1981.0,5.0,525.0,3,470.0,0.0
220000.0,1931.0,1.0,575.0,2,720.0,0.0
239900.0,1930.0,3.0,268.0,3,160.0,0.0
299000.0,1966.0,1.0,763.0,2,340.0,0.0
339000.0,1979.0,1.0,271.0,3,542.0,0.0
490000.0,2004.0,7.0,45.0,2,966.0,0.0
799000.0,2001.0,7.0,242.0,4,2139.0,0.0
839000.0,1930.0,7.0,227.0,4,1483.0,0.0
950000.0,1971.0,1.0,707.0,3,17800.0,17800.0
1495000.0,2003.0,7.0,169.0,5,3566.0,0.0
195000.0,1960.0,6.0,190.0,3,222.0,0.0
360000.0,1979.0,5.0,218.0,3,349.0,0.0
406000.0,2022.0,7.0,30.0,3,436.0,0.0
1165000.0,1956.0,7.0,194.0,4,0.0,0.0
325000.0,1925.0,7.0,311.0,1,0.0,0.0
399000.0,2015.0,7.0,115.99,4,0.0,0.0
1450000.0,1800.0,7.0,249.0,7,2346.0,0.0
75000.0,1950.0,5.0,381.0,2,421.0,421.0
172400.0,1930.0,3.0,766.0,2,110.0,0.0
214000.0,1940.0,5.0,226.0,3,202.0,110.0
225000.0,2007.0,7.0,225.0,2,730.0,500.0
245000.0,1977.0,5.0,219.0,3,597.0,0.0
269000.0,2019.0,7.0,87.0,3,180.0,100.0
275000.0,1970.0,1.0,767.0,3,495.0,0.0
300000.0,2005.0,7.0,247.0,7,1100.0,0.0
305000.0,2011.0,5.0,322.0,3,6057.0,0.0
325000.0,1950.0,5.0,456.0,4,1830.0,0.0
335000.0,1936.0,5.0,648.0,2,321.0,250.0
355000.0,2012.0,7.0,146.0,3,279.0,210.0
400000.0,2012.0,7.0,131.0,4,517.0,0.0
408000.0,2009.0,7.0,224.0,3,362.0,158.0
525000.0,1920.0,3.0,1432.0,3,961.0,0.0
580000.0,1950.0,3.0,582.0,4,470.0,0.0
585000.0,1973.0,3.0,605.0,4,640.0,0.0
625000.0,2004.0,7.0,316.0,4,1694.0,0.0
665000.0,1966.0,5.0,322.0,3,709.0,0.0
750000.0,1997.0,7.0,167.0,4,2000.0,0.0
765000.0,1991.0,5.0,226.0,6,345.0,0.0
795000.0,1971.0,7.0,223.0,4,1826.0,0.0
850000.0,2003.0,7.0,143.0,4,2056.0,0.0
915000.0,1998.0,7.0,190.0,5,2079.0,0.0
2200000.0,1913.0,7.0,449.0,10,17000.0,0.0
1245000.0,1978.0,7.0,243.0,5,2220.0,2220.0
199000.0,2014.0,7.0,138.57,2,0.0,0.0
419000.0,1990.0,7.0,242.0,4,0.0,0.0
785000.0,1925.0,5.0,320.0,6,340.0,0.0
499000.0,2014.0,7.0,90.0,5,608.0,0.0
329000.0,2018.0,7.0,116.57,4,220.0,0.0
40000.0,1990.0,5.0,432.0,1,491.0,0.0
117000.0,1930.0,1.0,743.0,4,86.0,0.0
180000.0,1952.0,1.0,668.0,3,359.0,0.0
210000.0,1966.0,5.0,784.0,3,309.0,188.0
249000.0,1965.0,5.0,361.0,3,803.0,700.0
285000.0,1961.0,5.0,435.0,2,1070.0,0.0
319000.0,1890.0,6.0,290.0,3,348.0,0.0
320000.0,1960.0,5.0,669.0,2,409.0,340.0
329000.0,1977.0,7.0,249.0,3,0.0,52.0
345000.0,1992.0,5.0,575.0,4,1320.0,1224.0
349000.0,1974.0,3.0,533.0,3,536.0,0.0
349000.0,2017.0,7.0,104.0,3,194.0,0.0
399000.0,1984.0,5.0,239.0,3,289.0,0.0
410000.0,1930.0,7.0,375.0,4,674.0,0.0
550000.0,1963.0,7.0,312.0,4,1774.0,0.0
560000.0,1972.0,5.0,410.0,3,8519.0,0.0
595000.0,1976.0,7.0,339.0,4,1368.0,0.0
650000.0,1973.0,5.0,612.0,4,0.0,500.0
695000.0,1986.0,3.0,280.0,5,1792.0,0.0
750000.0,1954.0,7.0,261.0,6,1650.0,0.0
925000.0,1975.0,5.0,489.0,5,1543.0,0.0
395000.0,1991.0,5.0,252.0,2,1421.0,1000.0
385000.0,1973.0,3.0,657.0,3,2275.0,0.0
220000.0,1951.0,3.0,414.0,4,679.0,375.0
395000.0,1993.0,5.0,374.0,3,550.0,360.0
779000.0,1968.0,3.0,476.0,3,39247.0,0.0
229000.0,1936.0,5.0,612.0,2,260.0,180.0
349000.0,2011.0,7.0,114.0,3,346.0,0.0
365000.0,2017.0,7.0,106.0,4,1834.0,0.0
380000.0,2010.0,7.0,274.0,3,0.0,0.0
475000.0,1933.0,7.0,636.0,5,160.0,57.0
495000.0,1974.0,1.0,401.0,3,3027.0,0.0
499000.0,2017.0,7.0,133.0,4,656.0,0.0
510000.0,1999.0,7.0,411.0,3,1016.0,1016.0
1350000.0,1842.0,5.0,301.0,10,311.0,0.0
599000.0,1978.0,7.0,228.0,3,1299.0,0.0
120000.0,1964.0,5.0,615.0,3,2032.0,0.0
190000.0,1920.0,5.0,401.0,3,225.0,115.0
219000.0,1938.0,1.0,803.0,3,224.0,0.0
235000.0,1907.0,5.0,387.0,6,1338.0,1338.0
245000.0,1961.0,5.0,506.0,4,488.0,300.0
269000.0,1991.0,5.0,155.0,7,370.0,240.0
285000.0,1962.0,1.0,630.0,2,2089.0,0.0
315000.0,1976.0,5.0,478.0,3,1200.0,1050.0
325000.0,1974.0,5.0,326.0,3,0.0,0.0
352000.0,2003.0,6.0,203.0,5,1650.0,1500.0
365000.0,1899.0,5.0,369.0,3,150.0,0.0
365000.0,1983.0,6.0,284.0,5,1257.0,840.0
399000.0,1926.0,5.0,432.0,5,100.0,0.0
460000.0,1960.0,6.0,362.0,3,635.0,0.0
470000.0,1875.0,7.0,454.0,5,1320.0,0.0
545000.0,1976.0,3.0,295.0,5,2000.0,2000.0
580000.0,1890.0,5.0,312.0,9,1970.0,1598.0
585000.0,2005.0,7.0,186.0,4,145.0,0.0
595000.0,1943.0,5.0,720.0,3,1656.0,0.0
680000.0,1939.0,7.0,411.0,4,1979.0,0.0
700000.0,1996.0,5.0,187.0,6,2100.0,2100.0
775000.0,1994.0,5.0,405.0,4,686.0,107.0
1950000.0,1973.0,7.0,290.0,5,6990.0,6500.0
